类型,索引,替换目标,文本值(繁中）
task_config,1000030,desc,對戰中至少召喚3個黃色命運或白色中立物品並獲得1場勝利（非冒險）
task_config,1000031,desc,對戰中至少召喚3個藍色平衡或綠色自然物品並獲得1場勝利（非冒險）
task_config,1000032,desc,對戰中至少召喚3個藍色平衡或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1000033,desc,對戰中至少召喚3個藍色平衡或白色中立物品並獲得1場勝利（非冒險）
task_config,1000034,desc,對戰中至少召喚3個綠色自然或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1000035,desc,對戰中至少召喚3個綠色自然或白色中立物品並獲得1場勝利（非冒險）
task_config,1000036,desc,對戰中至少召喚3個紫色混亂或白色中立物品並獲得1場勝利（非冒險）
task_config,1000037,desc,對戰中至少召喚4個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,1000038,desc,對戰中至少召喚4個黃色命運卡片並獲得1場勝利（非冒險）
task_config,1000039,desc,對戰中至少召喚4個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1000040,desc,對戰中至少召喚4個綠色自然卡片並獲得1場勝利（非冒險）
task_config,1000041,desc,對戰中至少召喚4個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1000042,desc,對戰中至少召喚4個白色中立卡片並獲得1場勝利（非冒險）
task_config,1000043,desc,對戰中至少召喚5個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,1000044,desc,對戰中至少召喚5個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1000045,desc,對戰中至少召喚5個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1000046,desc,對戰中至少召喚5個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1000047,desc,對戰中至少召喚5個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,1000048,desc,對戰中至少召喚5個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1000049,desc,對戰中至少召喚5個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1000050,desc,對戰中至少召喚5個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1000051,desc,對戰中至少召喚5個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,1000052,desc,對戰中至少召喚5個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1000053,desc,對戰中至少召喚5個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1000054,desc,對戰中至少召喚5個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,1000055,desc,對戰中至少召喚5個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1000056,desc,對戰中至少召喚5個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,1000057,desc,對戰中至少召喚5個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,1000058,desc,對戰中贏得一場勝利（非冒險）
task_config,1000059,desc,對戰中消滅6個怪物（非冒險）
task_config,1000060,desc,對戰中使用6個物品（非冒險）
task_config,1000061,desc,對戰中至少召喚4個費用2及以下的怪物（非冒險）
task_config,1000062,desc,對戰中至少召喚5個費用3及以下的怪物（非冒險）
task_config,1000063,desc,對戰中至少召喚6個費用4及以下的怪物（非冒險）
task_config,1000064,desc,對戰中至少召喚5個費用2及以上的怪物（非冒險）
task_config,1000065,desc,對戰中至少召喚4個費用3及以上的怪物（非冒險）
task_config,1000066,desc,對戰中至少召喚3個費用4及以上的怪物（非冒險）
task_config,1000067,desc,對戰中贏得一場勝利（非冒險）
task_config,1000068,desc,對戰中至少召喚4個費用2及以下的物品（非冒險）
task_config,1000069,desc,對戰中至少召喚5個費用3及以下的物品（非冒險）
task_config,1000070,desc,對戰中至少召喚6個費用4及以下的物品（非冒險）
task_config,1000071,desc,對戰中至少召喚5個費用2及以上的物品（非冒險）
task_config,1000072,desc,對戰中至少召喚4個費用3及以上的物品（非冒險）
task_config,1000073,desc,對戰中至少召喚3個費用4及以上的物品（非冒險）
task_config,1000074,desc,對戰中贏得一場勝利（非冒險）
task_config,1000075,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,1000076,desc,對戰中至少召喚5個費用3及以下的卡片（非冒險）
task_config,1000077,desc,對戰中至少召喚6個費用4及以下的卡片（非冒險）
task_config,1000078,desc,對戰中至少召喚5個費用2及以上的卡片（非冒險）
task_config,1000079,desc,對戰中至少召喚4個費用3及以上的卡片（非冒險）
task_config,1000080,desc,對戰中至少召喚3個費用4及以上的卡片（非冒險）
task_config,1000081,desc,對戰中贏得一場勝利（非冒險）
task_config,1000082,desc,完成2次冒險勝利
task_config,1100001,desc,對戰中至少召喚2個紅色戰爭怪物並獲得1場勝利（非冒險）
task_config,1100002,desc,對戰中至少召喚2個黃色命運怪物並獲得1場勝利（非冒險）
task_config,1100003,desc,對戰中至少召喚2個藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1100004,desc,對戰中至少召喚2個綠色自然怪物並獲得1場勝利（非冒險）
task_config,1100005,desc,對戰中至少召喚2個紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1100006,desc,對戰中至少召喚3個紅色戰爭或黃色命運怪物並獲得1場勝利（非冒險）
task_config,1100007,desc,對戰中至少召喚3個紅色戰爭或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1100008,desc,對戰中至少召喚3個紅色戰爭或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1100009,desc,對戰中至少召喚3個紅色戰爭或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1100010,desc,對戰中至少召喚3個黃色命運或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1100011,desc,對戰中至少召喚3個黃色命運或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1100012,desc,對戰中至少召喚3個黃色命運或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1100013,desc,對戰中至少召喚3個藍色平衡或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1100014,desc,對戰中至少召喚3個藍色平衡或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1100015,desc,對戰中至少召喚3個綠色自然或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1100016,desc,對戰中至少召喚2個紅色戰爭物品並獲得1場勝利（非冒險）
task_config,1100017,desc,對戰中至少召喚2個黃色命運物品並獲得1場勝利（非冒險）
task_config,1100018,desc,對戰中至少召喚2個藍色平衡物品並獲得1場勝利（非冒險）
task_config,1100019,desc,對戰中至少召喚2個綠色自然物品並獲得1場勝利（非冒險）
task_config,1100020,desc,對戰中至少召喚2個紫色混亂物品並獲得1場勝利（非冒險）
task_config,1100021,desc,對戰中至少召喚2個白色中立物品並獲得1場勝利（非冒險）
task_config,1100022,desc,對戰中至少召喚3個紅色戰爭或黃色命運物品並獲得1場勝利（非冒險）
task_config,1100023,desc,對戰中至少召喚3個紅色戰爭或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1100024,desc,對戰中至少召喚3個紅色戰爭或綠色自然物品並獲得1場勝利（非冒險）
task_config,1100025,desc,對戰中至少召喚3個紅色戰爭或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1100026,desc,對戰中至少召喚3個紅色戰爭或白色中立物品並獲得1場勝利（非冒險）
task_config,1100027,desc,對戰中至少召喚3個黃色命運或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1100028,desc,對戰中至少召喚3個黃色命運或綠色自然物品並獲得1場勝利（非冒險）
task_config,1100029,desc,對戰中至少召喚3個黃色命運或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1100030,desc,對戰中至少召喚3個黃色命運或白色中立物品並獲得1場勝利（非冒險）
task_config,1100031,desc,對戰中至少召喚3個藍色平衡或綠色自然物品並獲得1場勝利（非冒險）
task_config,1100032,desc,對戰中至少召喚3個藍色平衡或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1100033,desc,對戰中至少召喚3個藍色平衡或白色中立物品並獲得1場勝利（非冒險）
task_config,1100034,desc,對戰中至少召喚3個綠色自然或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1100035,desc,對戰中至少召喚3個綠色自然或白色中立物品並獲得1場勝利（非冒險）
task_config,1100036,desc,對戰中至少召喚3個紫色混亂或白色中立物品並獲得1場勝利（非冒險）
task_config,1100037,desc,對戰中至少召喚4個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,1100038,desc,對戰中至少召喚4個黃色命運卡片並獲得1場勝利（非冒險）
task_config,1100039,desc,對戰中至少召喚4個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1100040,desc,對戰中至少召喚4個綠色自然卡片並獲得1場勝利（非冒險）
task_config,1100041,desc,對戰中至少召喚4個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1100042,desc,對戰中至少召喚4個白色中立卡片並獲得1場勝利（非冒險）
task_config,1100043,desc,對戰中至少召喚5個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,1100044,desc,對戰中至少召喚5個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1100045,desc,對戰中至少召喚5個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1100046,desc,對戰中至少召喚5個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1100047,desc,對戰中至少召喚5個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,1100048,desc,對戰中至少召喚5個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1100049,desc,對戰中至少召喚5個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1100050,desc,對戰中至少召喚5個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1100051,desc,對戰中至少召喚5個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,1100052,desc,對戰中至少召喚5個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1100053,desc,對戰中至少召喚5個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1100054,desc,對戰中至少召喚5個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,1100055,desc,對戰中至少召喚5個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1100056,desc,對戰中至少召喚5個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,1100057,desc,對戰中至少召喚5個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,1100058,desc,對戰中贏得一場勝利（非冒險）
task_config,1100059,desc,對戰中消滅6個怪物（非冒險）
task_config,1100060,desc,對戰中使用6個物品（非冒險）
task_config,1100061,desc,對戰中至少召喚4個費用2及以下的怪物（非冒險）
task_config,1100062,desc,對戰中至少召喚5個費用3及以下的怪物（非冒險）
task_config,1100063,desc,對戰中至少召喚6個費用4及以下的怪物（非冒險）
task_config,1100064,desc,對戰中至少召喚5個費用2及以上的怪物（非冒險）
task_config,1100065,desc,對戰中至少召喚4個費用3及以上的怪物（非冒險）
task_config,1100066,desc,對戰中至少召喚3個費用4及以上的怪物（非冒險）
task_config,1100067,desc,對戰中贏得一場勝利（非冒險）
task_config,1100068,desc,對戰中至少召喚4個費用2及以下的物品（非冒險）
task_config,1100069,desc,對戰中至少召喚5個費用3及以下的物品（非冒險）
task_config,1100070,desc,對戰中至少召喚6個費用4及以下的物品（非冒險）
task_config,1100071,desc,對戰中至少召喚5個費用2及以上的物品（非冒險）
task_config,1100072,desc,對戰中至少召喚4個費用3及以上的物品（非冒險）
task_config,1100073,desc,對戰中至少召喚3個費用4及以上的物品（非冒險）
task_config,1100074,desc,對戰中贏得一場勝利（非冒險）
task_config,1100075,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,1100076,desc,對戰中至少召喚5個費用3及以下的卡片（非冒險）
task_config,1100077,desc,對戰中至少召喚6個費用4及以下的卡片（非冒險）
task_config,1100078,desc,對戰中至少召喚5個費用2及以上的卡片（非冒險）
task_config,1100079,desc,對戰中至少召喚4個費用3及以上的卡片（非冒險）
task_config,1100080,desc,對戰中至少召喚3個費用4及以上的卡片（非冒險）
task_config,1100081,desc,對戰中贏得一場勝利（非冒險）
task_config,1100082,desc,完成2次冒險勝利
task_config,1200001,desc,對戰中至少召喚2個紅色戰爭怪物並獲得1場勝利（非冒險）
task_config,1200002,desc,對戰中至少召喚2個黃色命運怪物並獲得1場勝利（非冒險）
task_config,1200003,desc,對戰中至少召喚2個藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1200004,desc,對戰中至少召喚2個綠色自然怪物並獲得1場勝利（非冒險）
task_config,1200005,desc,對戰中至少召喚2個紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1200006,desc,對戰中至少召喚3個紅色戰爭或黃色命運怪物並獲得1場勝利（非冒險）
task_config,1200007,desc,對戰中至少召喚3個紅色戰爭或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1200008,desc,對戰中至少召喚3個紅色戰爭或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1200009,desc,對戰中至少召喚3個紅色戰爭或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1200010,desc,對戰中至少召喚3個黃色命運或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1200011,desc,對戰中至少召喚3個黃色命運或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1200012,desc,對戰中至少召喚3個黃色命運或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1200013,desc,對戰中至少召喚3個藍色平衡或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1200014,desc,對戰中至少召喚3個藍色平衡或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1200015,desc,對戰中至少召喚3個綠色自然或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1200016,desc,對戰中至少召喚2個紅色戰爭物品並獲得1場勝利（非冒險）
task_config,1200017,desc,對戰中至少召喚2個黃色命運物品並獲得1場勝利（非冒險）
task_config,1200018,desc,對戰中至少召喚2個藍色平衡物品並獲得1場勝利（非冒險）
task_config,1200019,desc,對戰中至少召喚2個綠色自然物品並獲得1場勝利（非冒險）
task_config,1200020,desc,對戰中至少召喚2個紫色混亂物品並獲得1場勝利（非冒險）
task_config,1200021,desc,對戰中至少召喚2個白色中立物品並獲得1場勝利（非冒險）
task_config,1200022,desc,對戰中至少召喚3個紅色戰爭或黃色命運物品並獲得1場勝利（非冒險）
task_config,1200023,desc,對戰中至少召喚3個紅色戰爭或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1200024,desc,對戰中至少召喚3個紅色戰爭或綠色自然物品並獲得1場勝利（非冒險）
task_config,1200025,desc,對戰中至少召喚3個紅色戰爭或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1200026,desc,對戰中至少召喚3個紅色戰爭或白色中立物品並獲得1場勝利（非冒險）
task_config,1200027,desc,對戰中至少召喚3個黃色命運或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1200028,desc,對戰中至少召喚3個黃色命運或綠色自然物品並獲得1場勝利（非冒險）
task_config,1200029,desc,對戰中至少召喚3個黃色命運或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1200030,desc,對戰中至少召喚3個黃色命運或白色中立物品並獲得1場勝利（非冒險）
task_config,1200031,desc,對戰中至少召喚3個藍色平衡或綠色自然物品並獲得1場勝利（非冒險）
task_config,1200032,desc,對戰中至少召喚3個藍色平衡或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1200033,desc,對戰中至少召喚3個藍色平衡或白色中立物品並獲得1場勝利（非冒險）
task_config,1200034,desc,對戰中至少召喚3個綠色自然或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1200035,desc,對戰中至少召喚3個綠色自然或白色中立物品並獲得1場勝利（非冒險）
task_config,1200036,desc,對戰中至少召喚3個紫色混亂或白色中立物品並獲得1場勝利（非冒險）
task_config,1200037,desc,對戰中至少召喚4個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,1200038,desc,對戰中至少召喚4個黃色命運卡片並獲得1場勝利（非冒險）
task_config,1200039,desc,對戰中至少召喚4個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1200040,desc,對戰中至少召喚4個綠色自然卡片並獲得1場勝利（非冒險）
task_config,1200041,desc,對戰中至少召喚4個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1200042,desc,對戰中至少召喚4個白色中立卡片並獲得1場勝利（非冒險）
task_config,1200043,desc,對戰中至少召喚5個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,1200044,desc,對戰中至少召喚5個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1200045,desc,對戰中至少召喚5個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1200046,desc,對戰中至少召喚5個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1200047,desc,對戰中至少召喚5個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,1200048,desc,對戰中至少召喚5個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1200049,desc,對戰中至少召喚5個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1200050,desc,對戰中至少召喚5個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1200051,desc,對戰中至少召喚5個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,1200052,desc,對戰中至少召喚5個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1200053,desc,對戰中至少召喚5個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1200054,desc,對戰中至少召喚5個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,1200055,desc,對戰中至少召喚5個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1200056,desc,對戰中至少召喚5個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,1200057,desc,對戰中至少召喚5個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,1200058,desc,對戰中贏得一場勝利（非冒險）
task_config,1200059,desc,對戰中消滅6個怪物（非冒險）
task_config,1200060,desc,對戰中使用6個物品（非冒險）
task_config,1200061,desc,對戰中至少召喚4個費用2及以下的怪物（非冒險）
task_config,1200062,desc,對戰中至少召喚5個費用3及以下的怪物（非冒險）
task_config,1200063,desc,對戰中至少召喚6個費用4及以下的怪物（非冒險）
task_config,1200064,desc,對戰中至少召喚5個費用2及以上的怪物（非冒險）
task_config,1200065,desc,對戰中至少召喚4個費用3及以上的怪物（非冒險）
task_config,1200066,desc,對戰中至少召喚3個費用4及以上的怪物（非冒險）
task_config,1200067,desc,對戰中贏得一場勝利（非冒險）
task_config,1200068,desc,對戰中至少召喚4個費用2及以下的物品（非冒險）
task_config,1200069,desc,對戰中至少召喚5個費用3及以下的物品（非冒險）
task_config,1200070,desc,對戰中至少召喚6個費用4及以下的物品（非冒險）
task_config,1200071,desc,對戰中至少召喚5個費用2及以上的物品（非冒險）
task_config,1200072,desc,對戰中至少召喚4個費用3及以上的物品（非冒險）
task_config,1200073,desc,對戰中至少召喚3個費用4及以上的物品（非冒險）
task_config,1200074,desc,對戰中贏得一場勝利（非冒險）
task_config,1200075,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,1200076,desc,對戰中至少召喚5個費用3及以下的卡片（非冒險）
task_config,1200077,desc,對戰中至少召喚6個費用4及以下的卡片（非冒險）
task_config,1200078,desc,對戰中至少召喚5個費用2及以上的卡片（非冒險）
task_config,1200079,desc,對戰中至少召喚4個費用3及以上的卡片（非冒險）
task_config,1200080,desc,對戰中至少召喚3個費用4及以上的卡片（非冒險）
task_config,1200081,desc,對戰中贏得一場勝利（非冒險）
task_config,1200082,desc,完成2次冒險勝利
task_config,1300001,desc,對戰中至少召喚2個紅色戰爭怪物並獲得1場勝利（非冒險）
task_config,1300002,desc,對戰中至少召喚2個黃色命運怪物並獲得1場勝利（非冒險）
task_config,1300003,desc,對戰中至少召喚2個藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1300004,desc,對戰中至少召喚2個綠色自然怪物並獲得1場勝利（非冒險）
task_config,1300005,desc,對戰中至少召喚2個紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1300006,desc,對戰中至少召喚3個紅色戰爭或黃色命運怪物並獲得1場勝利（非冒險）
task_config,1300007,desc,對戰中至少召喚3個紅色戰爭或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1300008,desc,對戰中至少召喚3個紅色戰爭或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1300009,desc,對戰中至少召喚3個紅色戰爭或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1300010,desc,對戰中至少召喚3個黃色命運或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1300011,desc,對戰中至少召喚3個黃色命運或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1300012,desc,對戰中至少召喚3個黃色命運或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1300013,desc,對戰中至少召喚3個藍色平衡或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1300014,desc,對戰中至少召喚3個藍色平衡或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1300015,desc,對戰中至少召喚3個綠色自然或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1300016,desc,對戰中至少召喚2個紅色戰爭物品並獲得1場勝利（非冒險）
task_config,1300017,desc,對戰中至少召喚2個黃色命運物品並獲得1場勝利（非冒險）
task_config,1300018,desc,對戰中至少召喚2個藍色平衡物品並獲得1場勝利（非冒險）
task_config,1300019,desc,對戰中至少召喚2個綠色自然物品並獲得1場勝利（非冒險）
task_config,1300020,desc,對戰中至少召喚2個紫色混亂物品並獲得1場勝利（非冒險）
task_config,1300021,desc,對戰中至少召喚2個白色中立物品並獲得1場勝利（非冒險）
task_config,1300022,desc,對戰中至少召喚3個紅色戰爭或黃色命運物品並獲得1場勝利（非冒險）
task_config,1300023,desc,對戰中至少召喚3個紅色戰爭或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1300024,desc,對戰中至少召喚3個紅色戰爭或綠色自然物品並獲得1場勝利（非冒險）
task_config,1300025,desc,對戰中至少召喚3個紅色戰爭或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1300026,desc,對戰中至少召喚3個紅色戰爭或白色中立物品並獲得1場勝利（非冒險）
task_config,1300027,desc,對戰中至少召喚3個黃色命運或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1300028,desc,對戰中至少召喚3個黃色命運或綠色自然物品並獲得1場勝利（非冒險）
task_config,1300029,desc,對戰中至少召喚3個黃色命運或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1300030,desc,對戰中至少召喚3個黃色命運或白色中立物品並獲得1場勝利（非冒險）
task_config,1300031,desc,對戰中至少召喚3個藍色平衡或綠色自然物品並獲得1場勝利（非冒險）
task_config,1300032,desc,對戰中至少召喚3個藍色平衡或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1300033,desc,對戰中至少召喚3個藍色平衡或白色中立物品並獲得1場勝利（非冒險）
task_config,1300034,desc,對戰中至少召喚3個綠色自然或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1300035,desc,對戰中至少召喚3個綠色自然或白色中立物品並獲得1場勝利（非冒險）
task_config,1300036,desc,對戰中至少召喚3個紫色混亂或白色中立物品並獲得1場勝利（非冒險）
task_config,1300037,desc,對戰中至少召喚4個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,1300038,desc,對戰中至少召喚4個黃色命運卡片並獲得1場勝利（非冒險）
task_config,1300039,desc,對戰中至少召喚4個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1300040,desc,對戰中至少召喚4個綠色自然卡片並獲得1場勝利（非冒險）
task_config,1300041,desc,對戰中至少召喚4個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1300042,desc,對戰中至少召喚4個白色中立卡片並獲得1場勝利（非冒險）
task_config,1300043,desc,對戰中至少召喚5個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,1300044,desc,對戰中至少召喚5個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1300045,desc,對戰中至少召喚5個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1300046,desc,對戰中至少召喚5個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1300047,desc,對戰中至少召喚5個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,1300048,desc,對戰中至少召喚5個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1300049,desc,對戰中至少召喚5個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1300050,desc,對戰中至少召喚5個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1300051,desc,對戰中至少召喚5個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,1300052,desc,對戰中至少召喚5個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1300053,desc,對戰中至少召喚5個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1300054,desc,對戰中至少召喚5個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,1300055,desc,對戰中至少召喚5個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1300056,desc,對戰中至少召喚5個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,1300057,desc,對戰中至少召喚5個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,1300058,desc,對戰中贏得一場勝利（非冒險）
task_config,1300059,desc,對戰中消滅6個怪物（非冒險）
task_config,1300060,desc,對戰中使用6個物品（非冒險）
task_config,1300061,desc,對戰中至少召喚4個費用2及以下的怪物（非冒險）
task_config,1300062,desc,對戰中至少召喚5個費用3及以下的怪物（非冒險）
task_config,1300063,desc,對戰中至少召喚6個費用4及以下的怪物（非冒險）
task_config,1300064,desc,對戰中至少召喚5個費用2及以上的怪物（非冒險）
task_config,1300065,desc,對戰中至少召喚4個費用3及以上的怪物（非冒險）
task_config,1300066,desc,對戰中至少召喚3個費用4及以上的怪物（非冒險）
task_config,1300067,desc,對戰中贏得一場勝利（非冒險）
task_config,1300068,desc,對戰中至少召喚4個費用2及以下的物品（非冒險）
task_config,1300069,desc,對戰中至少召喚5個費用3及以下的物品（非冒險）
task_config,1300070,desc,對戰中至少召喚6個費用4及以下的物品（非冒險）
task_config,1300071,desc,對戰中至少召喚5個費用2及以上的物品（非冒險）
task_config,1300072,desc,對戰中至少召喚4個費用3及以上的物品（非冒險）
task_config,1300073,desc,對戰中至少召喚3個費用4及以上的物品（非冒險）
task_config,1300074,desc,對戰中贏得一場勝利（非冒險）
task_config,1300075,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,1300076,desc,對戰中至少召喚5個費用3及以下的卡片（非冒險）
task_config,1300077,desc,對戰中至少召喚6個費用4及以下的卡片（非冒險）
task_config,1300078,desc,對戰中至少召喚5個費用2及以上的卡片（非冒險）
task_config,1300079,desc,對戰中至少召喚4個費用3及以上的卡片（非冒險）
task_config,1300080,desc,對戰中至少召喚3個費用4及以上的卡片（非冒險）
task_config,1300081,desc,對戰中贏得一場勝利（非冒險）
task_config,1300082,desc,完成2次冒險勝利
task_config,1400001,desc,對戰中至少召喚2個紅色戰爭怪物並獲得1場勝利（非冒險）
task_config,1400002,desc,對戰中至少召喚2個黃色命運怪物並獲得1場勝利（非冒險）
task_config,1400003,desc,對戰中至少召喚2個藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1400004,desc,對戰中至少召喚2個綠色自然怪物並獲得1場勝利（非冒險）
task_config,1400005,desc,對戰中至少召喚2個紫色混亂怪物並獲得1場勝利（非冒險）
