ID,group_id,level,name,type,quality,kind,hp,flags,res_path,cost,score,deck_limit,p1n,p1v,p2n,p2v,p3n,p3v
22010,22010,1,Leather Armor,armor,rare,fortune,4,1,leather_armor,2,140,2,drain_crystal,1,,,,
220101,22010,2,Leather Armor,armor,rare,fortune,6,1,leather_armor,2,280,2,drain_crystal,1,,,,
220102,22010,3,Leather Armor,armor,rare,fortune,8,1,leather_armor,2,420,2,drain_crystal,1,,,,
23010,23010,1,Leather Armor,armor,rare,balance,4,1,leather_armor,2,140,2,mshield,1,,,,
230101,23010,2,Leather Armor,armor,rare,balance,6,1,leather_armor,2,280,2,mshield,1,,,,
230102,23010,3,Leather Armor,armor,rare,balance,8,1,leather_armor,2,420,2,mshield,1,,,,
24010,24010,1,Leather Armor,armor,rare,nature,4,1,leather_armor,2,140,2,thorns,1,,,,
240101,24010,2,Leather Armor,armor,rare,nature,6,1,leather_armor,2,280,2,thorns,1,,,,
240102,24010,3,Leather Armor,armor,rare,nature,8,1,leather_armor,2,420,2,thorns,1,,,,
25010,25010,1,Leather Armor,armor,rare,chaos,4,1,leather_armor,2,140,2,disease,1,,,,
250101,25010,2,Leather Armor,armor,rare,chaos,6,1,leather_armor,2,280,2,disease,1,,,,
250102,25010,3,Leather Armor,armor,rare,chaos,8,1,leather_armor,2,420,2,disease,1,,,,
26010,26010,1,Leather Armor,armor,rare,all,4,1,leather_armor,3,140,2,,,,,,
260101,26010,2,Leather Armor,armor,rare,all,6,1,leather_armor,3,280,2,,,,,,
260102,26010,3,Leather Armor,armor,rare,all,8,1,leather_armor,3,420,2,,,,,,
21011,21011,1,Monk Armor,armor,rare,war,3,1,monk_armor,2,140,2,counter,0,rally,1,,
210111,21011,2,Monk Armor,armor,rare,war,5,1,monk_armor,2,280,2,counter,0,rally,1,,
210112,21011,3,Monk Armor,armor,rare,war,6,1,monk_armor,2,420,2,counter,0,rally,1,,
22011,22011,1,Monk Armor,armor,rare,fortune,3,1,monk_armor,2,140,2,counter,0,drain_crystal,1,,
220111,22011,2,Monk Armor,armor,rare,fortune,5,1,monk_armor,2,280,2,counter,0,drain_crystal,1,,
220112,22011,3,Monk Armor,armor,rare,fortune,6,1,monk_armor,2,420,2,counter,0,drain_crystal,1,,
23011,23011,1,Monk Armor,armor,rare,balance,3,1,monk_armor,2,140,2,counter,0,mshield,1,,
230111,23011,2,Monk Armor,armor,rare,balance,5,1,monk_armor,2,280,2,counter,0,mshield,1,,
230112,23011,3,Monk Armor,armor,rare,balance,6,1,monk_armor,2,420,2,counter,0,mshield,1,,
24011,24011,1,Monk Armor,armor,rare,nature,3,1,monk_armor,2,140,2,counter,0,thorns,1,,
240111,24011,2,Monk Armor,armor,rare,nature,5,1,monk_armor,2,280,2,counter,0,thorns,1,,
240112,24011,3,Monk Armor,armor,rare,nature,6,1,monk_armor,2,420,2,counter,0,thorns,1,,
25011,25011,1,Monk Armor,armor,rare,chaos,3,1,monk_armor,2,140,2,counter,0,disease,1,,
250111,25011,2,Monk Armor,armor,rare,chaos,5,1,monk_armor,2,280,2,counter,0,disease,1,,
250112,25011,3,Monk Armor,armor,rare,chaos,6,1,monk_armor,2,420,2,counter,0,disease,1,,
26011,26011,1,Monk Armor,armor,rare,all,3,1,monk_armor,3,140,2,counter,0,,,,
260111,26011,2,Monk Armor,armor,rare,all,5,1,monk_armor,3,280,2,counter,0,,,,
260112,26011,3,Monk Armor,armor,rare,all,6,1,monk_armor,3,420,2,counter,0,cleave,0,,
21012,21012,1,Ferocious Mask,armor,rare,war,3,1,ferocious_mask,2,140,2,thrash,2,rally,1,,
210121,21012,2,Ferocious Mask,armor,rare,war,5,1,ferocious_mask,2,280,2,thrash,2,rally,1,,
210122,21012,3,Ferocious Mask,armor,rare,war,6,1,ferocious_mask,2,420,2,thrash,3,rally,1,,
22012,22012,1,Ferocious Mask,armor,rare,fortune,3,1,ferocious_mask,3,140,2,thrash,2,drain_crystal,1,,
220121,22012,2,Ferocious Mask,armor,rare,fortune,5,1,ferocious_mask,3,280,2,thrash,2,drain_crystal,1,,
220122,22012,3,Ferocious Mask,armor,rare,fortune,6,1,ferocious_mask,3,420,2,thrash,3,drain_crystal,1,,
23012,23012,1,Ferocious Mask,armor,rare,balance,3,1,ferocious_mask,3,140,2,thrash,2,mshield,1,,
230121,23012,2,Ferocious Mask,armor,rare,balance,5,1,ferocious_mask,3,280,2,thrash,2,mshield,1,,
230122,23012,3,Ferocious Mask,armor,rare,balance,6,1,ferocious_mask,3,420,2,thrash,3,mshield,1,,
24012,24012,1,Ferocious Mask,armor,rare,nature,3,1,ferocious_mask,3,140,2,thrash,2,thorns,1,,
240121,24012,2,Ferocious Mask,armor,rare,nature,5,1,ferocious_mask,3,280,2,thrash,2,thorns,1,,
240122,24012,3,Ferocious Mask,armor,rare,nature,6,1,ferocious_mask,3,420,2,thrash,3,thorns,1,,
25012,25012,1,Ferocious Mask,armor,rare,chaos,3,1,ferocious_mask,3,140,2,thrash,2,disease,1,,
250121,25012,2,Ferocious Mask,armor,rare,chaos,5,1,ferocious_mask,3,280,2,thrash,2,disease,1,,
250122,25012,3,Ferocious Mask,armor,rare,chaos,6,1,ferocious_mask,3,420,2,thrash,3,disease,1,,
26012,26012,1,Ferocious Mask,armor,rare,all,3,1,ferocious_mask,4,140,2,thrash,2,,,,
260121,26012,2,Ferocious Mask,armor,rare,all,5,1,ferocious_mask,4,280,2,thrash,2,,,,
260122,26012,3,Ferocious Mask,armor,rare,all,6,1,ferocious_mask,4,420,2,thrash,3,,,,
21013,21013,1,Feather Cap,armor,rare,war,3,1,feather_cap,3,140,2,flying,0,rally,1,,
210131,21013,2,Feather Cap,armor,rare,war,5,1,feather_cap,3,280,2,flying,0,rally,1,,
210132,21013,3,Feather Cap,armor,rare,war,6,1,feather_cap,3,420,2,flying,0,rally,1,,
22013,22013,1,Feather Cap,armor,rare,fortune,3,1,feather_cap,2,140,2,flying,0,drain_crystal,1,,
220131,22013,2,Feather Cap,armor,rare,fortune,5,1,feather_cap,2,280,2,flying,0,drain_crystal,1,,
220132,22013,3,Feather Cap,armor,rare,fortune,6,1,feather_cap,2,420,2,flying,0,drain_crystal,1,,
23013,23013,1,Feather Cap,armor,rare,balance,3,1,feather_cap,3,140,2,flying,0,mshield,1,,
230131,23013,2,Feather Cap,armor,rare,balance,5,1,feather_cap,3,280,2,flying,0,mshield,1,,
230132,23013,3,Feather Cap,armor,rare,balance,6,1,feather_cap,3,420,2,flying,0,mshield,1,,
24013,24013,1,Feather Cap,armor,rare,nature,3,1,feather_cap,3,140,2,flying,0,thorns,1,,
240131,24013,2,Feather Cap,armor,rare,nature,5,1,feather_cap,3,280,2,flying,0,thorns,1,,
240132,24013,3,Feather Cap,armor,rare,nature,6,1,feather_cap,3,420,2,flying,0,thorns,1,,
25013,25013,1,Feather Cap,armor,rare,chaos,3,1,feather_cap,3,140,2,flying,0,disease,1,,
250131,25013,2,Feather Cap,armor,rare,chaos,5,1,feather_cap,3,280,2,flying,0,disease,1,,
250132,25013,3,Feather Cap,armor,rare,chaos,6,1,feather_cap,3,420,2,flying,0,disease,1,,
26013,26013,1,Feather Cap,armor,rare,all,3,1,feather_cap,4,140,2,flying,0,,,,
260131,26013,2,Feather Cap,armor,rare,all,5,1,feather_cap,4,280,2,flying,0,,,,
260132,26013,3,Feather Cap,armor,rare,all,6,1,feather_cap,4,420,2,flying,0,,,,
21014,21014,1,Ranged Barcers,armor,rare,war,2,1,ranged_barcers,2,140,2,reflect,0,rally,1,,
210141,21014,2,Ranged Barcers,armor,rare,war,4,1,ranged_barcers,2,280,2,reflect,0,rally,1,,
210142,21014,3,Ranged Barcers,armor,rare,war,6,1,ranged_barcers,2,420,2,reflect,0,rally,1,,
22014,22014,1,Ranged Barcers,armor,rare,fortune,2,1,ranged_barcers,2,140,2,reflect,0,drain_crystal,1,,
220141,22014,2,Ranged Barcers,armor,rare,fortune,4,1,ranged_barcers,2,280,2,reflect,0,drain_crystal,1,,
220142,22014,3,Ranged Barcers,armor,rare,fortune,6,1,ranged_barcers,2,420,2,reflect,0,drain_crystal,1,,
23014,23014,1,Ranged Barcers,armor,rare,balance,2,1,ranged_barcers,2,140,2,reflect,0,mshield,1,,
230141,23014,2,Ranged Barcers,armor,rare,balance,4,1,ranged_barcers,2,280,2,reflect,0,mshield,1,,
230142,23014,3,Ranged Barcers,armor,rare,balance,6,1,ranged_barcers,2,420,2,reflect,0,mshield,1,,
24014,24014,1,Ranged Barcers,armor,rare,nature,2,1,ranged_barcers,2,140,2,reflect,0,thorns,1,,
240141,24014,2,Ranged Barcers,armor,rare,nature,4,1,ranged_barcers,2,280,2,reflect,0,thorns,1,,
240142,24014,3,Ranged Barcers,armor,rare,nature,6,1,ranged_barcers,2,420,2,reflect,0,thorns,1,,
25014,25014,1,Ranged Barcers,armor,rare,chaos,2,1,ranged_barcers,2,140,2,reflect,0,disease,1,,
250141,25014,2,Ranged Barcers,armor,rare,chaos,4,1,ranged_barcers,2,280,2,reflect,0,disease,1,,
250142,25014,3,Ranged Barcers,armor,rare,chaos,6,1,ranged_barcers,2,420,2,reflect,0,disease,1,,
26014,26014,1,Ranged Barcers,armor,rare,all,2,1,ranged_barcers,3,140,2,reflect,0,,,,
260141,26014,2,Ranged Barcers,armor,rare,all,4,1,ranged_barcers,3,280,2,reflect,0,,,,
260142,26014,3,Ranged Barcers,armor,rare,all,6,1,ranged_barcers,3,420,2,reflect,0,,,,
21015,21015,1,Spiked Helmet,armor,rare,war,3,1,spiked_helmet,4,140,2,magic,2,rally,2,,
210151,21015,2,Spiked Helmet,armor,rare,war,4,1,spiked_helmet,4,280,2,magic,2,rally,2,,
210152,21015,3,Spiked Helmet,armor,rare,war,6,1,spiked_helmet,4,420,2,magic,2,rally,2,,
22015,22015,1,Spiked Helmet,armor,rare,fortune,3,1,spiked_helmet,4,140,2,magic,2,drain_crystal,2,,
220151,22015,2,Spiked Helmet,armor,rare,fortune,4,1,spiked_helmet,4,280,2,magic,2,drain_crystal,2,,
220152,22015,3,Spiked Helmet,armor,rare,fortune,6,1,spiked_helmet,4,420,2,magic,2,drain_crystal,2,,
23015,23015,1,Spiked Helmet,armor,rare,balance,3,1,spiked_helmet,3,140,2,magic,2,mshield,1,,
230151,23015,2,Spiked Helmet,armor,rare,balance,4,1,spiked_helmet,3,280,2,magic,2,mshield,1,,
230152,23015,3,Spiked Helmet,armor,rare,balance,6,1,spiked_helmet,3,420,2,magic,2,mshield,1,,
24015,24015,1,Spiked Helmet,armor,rare,nature,3,1,spiked_helmet,4,140,2,magic,2,thorns,2,,
240151,24015,2,Spiked Helmet,armor,rare,nature,4,1,spiked_helmet,4,280,2,magic,2,thorns,2,,
240152,24015,3,Spiked Helmet,armor,rare,nature,6,1,spiked_helmet,4,420,2,magic,2,thorns,2,,
25015,25015,1,Spiked Helmet,armor,rare,chaos,3,1,spiked_helmet,4,140,2,magic,2,disease,2,,
250151,25015,2,Spiked Helmet,armor,rare,chaos,4,1,spiked_helmet,4,280,2,magic,2,disease,2,,
250152,25015,3,Spiked Helmet,armor,rare,chaos,6,1,spiked_helmet,4,420,2,magic,2,disease,2,,
26015,26015,1,Spiked Helmet,armor,rare,all,3,1,spiked_helmet,5,140,2,magic,2,,,,
260151,26015,2,Spiked Helmet,armor,rare,all,4,1,spiked_helmet,5,280,2,magic,2,,,,
260152,26015,3,Spiked Helmet,armor,rare,all,6,1,spiked_helmet,5,420,2,magic,2,,,,
21016,21016,1,Fighting Gloves,armor,rare,war,3,1,fighting_gloves,3,140,2,melee,2,rally,1,,
210161,21016,2,Fighting Gloves,armor,rare,war,4,1,fighting_gloves,3,280,2,melee,2,rally,1,,
210162,21016,3,Fighting Gloves,armor,rare,war,6,1,fighting_gloves,3,420,2,melee,2,rally,1,,
22016,22016,1,Fighting Gloves,armor,rare,fortune,3,1,fighting_gloves,3,140,2,melee,2,drain_crystal,1,,
220161,22016,2,Fighting Gloves,armor,rare,fortune,4,1,fighting_gloves,3,280,2,melee,2,drain_crystal,1,,
220162,22016,3,Fighting Gloves,armor,rare,fortune,6,1,fighting_gloves,3,420,2,melee,2,drain_crystal,1,,
24016,24016,1,Fighting Gloves,armor,rare,nature,3,1,fighting_gloves,3,140,2,melee,2,thorns,1,,
240161,24016,2,Fighting Gloves,armor,rare,nature,4,1,fighting_gloves,3,280,2,melee,2,thorns,1,,
240162,24016,3,Fighting Gloves,armor,rare,nature,6,1,fighting_gloves,3,420,2,melee,2,thorns,1,,
25016,25016,1,Fighting Gloves,armor,rare,chaos,3,1,fighting_gloves,3,140,2,melee,2,disease,1,,
250161,25016,2,Fighting Gloves,armor,rare,chaos,4,1,fighting_gloves,3,280,2,melee,2,disease,1,,
250162,25016,3,Fighting Gloves,armor,rare,chaos,6,1,fighting_gloves,3,420,2,melee,2,disease,1,,
26016,26016,1,Fighting Gloves,armor,rare,all,3,1,fighting_gloves,4,140,2,melee,2,,,,
260161,26016,2,Fighting Gloves,armor,rare,all,4,1,fighting_gloves,4,280,2,melee,2,,,,
260162,26016,3,Fighting Gloves,armor,rare,all,6,1,fighting_gloves,4,420,2,melee,2,,,,
21017,21017,1,Shield,armor,rare,war,2,1,shield,2,140,2,shield,1,rally,1,,
210171,21017,2,Shield,armor,rare,war,4,1,shield,2,280,2,shield,1,rally,1,,
210172,21017,3,Shield,armor,rare,war,5,1,shield,2,420,2,shield,2,rally,1,,
22017,22017,1,Shield,armor,rare,fortune,2,1,shield,2,140,2,shield,1,drain_crystal,1,,
220171,22017,2,Shield,armor,rare,fortune,4,1,shield,2,280,2,shield,1,drain_crystal,1,,
220172,22017,3,Shield,armor,rare,fortune,5,1,shield,2,420,2,shield,2,drain_crystal,1,,
23017,23017,1,Shield,armor,rare,balance,2,1,shield,2,140,2,shield,1,mshield,1,,
230171,23017,2,Shield,armor,rare,balance,4,1,shield,2,280,2,shield,1,mshield,1,,
230172,23017,3,Shield,armor,rare,balance,5,1,shield,2,420,2,shield,2,mshield,1,,
24017,24017,1,Shield,armor,rare,nature,2,1,shield,2,140,2,shield,1,thorns,1,,
240171,24017,2,Shield,armor,rare,nature,4,1,shield,2,280,2,shield,1,thorns,1,,
240172,24017,3,Shield,armor,rare,nature,5,1,shield,2,420,2,shield,2,thorns,1,,
26017,26017,1,Shield,armor,rare,all,2,1,shield,3,140,2,shield,1,,,,
260171,26017,2,Shield,armor,rare,all,4,1,shield,3,280,2,shield,1,,,,
260172,26017,3,Shield,armor,rare,all,5,1,shield,3,420,2,shield,2,,,,
22018,22018,1,Light Tiara,armor,rare,fortune,2,1,light_tiara,2,140,2,chance,2,drain_crystal,1,,
220181,22018,2,Light Tiara,armor,rare,fortune,4,1,light_tiara,2,280,2,chance,2,drain_crystal,1,,
220182,22018,3,Light Tiara,armor,rare,fortune,4,1,light_tiara,2,420,2,chance,3,drain_crystal,1,,
23018,23018,1,Light Tiara,armor,rare,balance,2,1,light_tiara,2,140,2,chance,2,mshield,1,,
230181,23018,2,Light Tiara,armor,rare,balance,4,1,light_tiara,2,280,2,chance,2,mshield,1,,
230182,23018,3,Light Tiara,armor,rare,balance,4,1,light_tiara,2,420,2,chance,3,mshield,1,,
24018,24018,1,Light Tiara,armor,rare,nature,2,1,light_tiara,2,140,2,chance,2,thorns,1,,
240181,24018,2,Light Tiara,armor,rare,nature,4,1,light_tiara,2,280,2,chance,2,thorns,1,,
240182,24018,3,Light Tiara,armor,rare,nature,4,1,light_tiara,2,420,2,chance,3,thorns,1,,
25018,25018,1,Light Tiara,armor,rare,chaos,2,1,light_tiara,2,140,2,chance,2,disease,1,,
250181,25018,2,Light Tiara,armor,rare,chaos,4,1,light_tiara,2,280,2,chance,2,disease,1,,
250182,25018,3,Light Tiara,armor,rare,chaos,4,1,light_tiara,2,420,2,chance,3,disease,1,,
26018,26018,1,Light Tiara,armor,rare,all,2,1,light_tiara,3,140,2,chance,2,,,,
260181,26018,2,Light Tiara,armor,rare,all,4,1,light_tiara,3,280,2,chance,2,,,,
260182,26018,3,Light Tiara,armor,rare,all,4,1,light_tiara,3,420,2,chance,3,,,,
21019,21019,1,Spiked Armor,armor,rare,war,4,1,spiked_armor,3,140,2,thorns,2,rally,1,,
210191,21019,2,Spiked Armor,armor,rare,war,5,1,spiked_armor,3,280,2,thorns,2,rally,1,,
210192,21019,3,Spiked Armor,armor,rare,war,7,1,spiked_armor,3,420,2,thorns,2,rally,1,,
23019,23019,1,Spiked Armor,armor,rare,balance,4,1,spiked_armor,3,140,2,thorns,2,mshield,1,,
230191,23019,2,Spiked Armor,armor,rare,balance,5,1,spiked_armor,3,280,2,thorns,2,mshield,1,,
230192,23019,3,Spiked Armor,armor,rare,balance,7,1,spiked_armor,3,420,2,thorns,2,mshield,1,,
24019,24019,1,Spiked Armor,armor,rare,nature,4,1,spiked_armor,3,140,2,thorns,3,,,,
240191,24019,2,Spiked Armor,armor,rare,nature,5,1,spiked_armor,3,280,2,thorns,3,,,,
240192,24019,3,Spiked Armor,armor,rare,nature,7,1,spiked_armor,3,420,2,thorns,3,,,,
25019,25019,1,Spiked Armor,armor,rare,chaos,4,1,spiked_armor,3,140,2,thorns,2,disease,1,,
250191,25019,2,Spiked Armor,armor,rare,chaos,5,1,spiked_armor,3,280,2,thorns,2,disease,1,,
250192,25019,3,Spiked Armor,armor,rare,chaos,7,1,spiked_armor,3,420,2,thorns,2,disease,1,,
26019,26019,1,Spiked Armor,armor,rare,all,4,1,spiked_armor,4,140,2,thorns,2,,,,
260191,26019,2,Spiked Armor,armor,rare,all,5,1,spiked_armor,4,280,2,thorns,2,,,,
260192,26019,3,Spiked Armor,armor,rare,all,7,1,spiked_armor,4,420,2,thorns,2,,,,
21020,21020,1,Mirror Shield,armor,rare,war,4,1,mirror_shield,3,140,2,reflect,0,rally,1,,
210201,21020,2,Mirror Shield,armor,rare,war,5,1,mirror_shield,3,280,2,reflect,0,rally,1,,
210202,21020,3,Mirror Shield,armor,rare,war,6,1,mirror_shield,3,420,2,reflect,0,rally,1,,
22020,22020,1,Mirror Shield,armor,rare,fortune,4,1,mirror_shield,3,140,2,reflect,0,drain_crystal,1,,
220201,22020,2,Mirror Shield,armor,rare,fortune,5,1,mirror_shield,3,280,2,reflect,0,drain_crystal,1,,
220202,22020,3,Mirror Shield,armor,rare,fortune,6,1,mirror_shield,3,420,2,reflect,0,drain_crystal,1,,
23020,23020,1,Mirror Shield,armor,rare,balance,4,1,mirror_shield,3,140,2,reflect,0,mshield,1,,
230201,23020,2,Mirror Shield,armor,rare,balance,5,1,mirror_shield,3,280,2,reflect,0,mshield,1,,
230202,23020,3,Mirror Shield,armor,rare,balance,6,1,mirror_shield,3,420,2,reflect,0,mshield,1,,
25020,25020,1,Mirror Shield,armor,rare,chaos,4,1,mirror_shield,3,140,2,reflect,0,disease,1,,
250201,25020,2,Mirror Shield,armor,rare,chaos,5,1,mirror_shield,3,280,2,reflect,0,disease,1,,
250202,25020,3,Mirror Shield,armor,rare,chaos,6,1,mirror_shield,3,420,2,reflect,0,disease,1,,
26020,26020,1,Mirror Shield,armor,rare,all,4,1,mirror_shield,4,140,2,reflect,0,,,,
260201,26020,2,Mirror Shield,armor,rare,all,5,1,mirror_shield,4,280,2,reflect,0,,,,
260202,26020,3,Mirror Shield,armor,rare,all,6,1,mirror_shield,4,420,2,reflect,0,,,,
21021,21021,1,Captains Shield,armor,rarity,war,4,1,captains_shield,3,210,2,rally,2,,,,
210211,21021,2,Captains Shield,armor,rarity,war,5,1,captains_shield,3,420,2,rally,2,,,,
210212,21021,3,Captains Shield,armor,rarity,war,7,1,captains_shield,3,630,2,rally,2,,,,
22021,22021,1,Captains Shield,armor,rarity,fortune,4,1,captains_shield,3,210,2,rally,1,drain_crystal,1,,
220211,22021,2,Captains Shield,armor,rarity,fortune,5,1,captains_shield,3,420,2,rally,1,drain_crystal,1,,
220212,22021,3,Captains Shield,armor,rarity,fortune,7,1,captains_shield,3,630,2,rally,1,drain_crystal,1,,
23021,23021,1,Captains Shield,armor,rarity,balance,4,1,captains_shield,3,210,2,rally,1,mshield,1,,
230211,23021,2,Captains Shield,armor,rarity,balance,5,1,captains_shield,3,420,2,rally,1,mshield,1,,
230212,23021,3,Captains Shield,armor,rarity,balance,7,1,captains_shield,3,630,2,rally,1,mshield,1,,
24021,24021,1,Captains Shield,armor,rarity,nature,4,1,captains_shield,3,210,2,rally,1,thorns,1,,
240211,24021,2,Captains Shield,armor,rarity,nature,5,1,captains_shield,3,420,2,rally,1,thorns,1,,
240212,24021,3,Captains Shield,armor,rarity,nature,7,1,captains_shield,3,630,2,rally,1,thorns,1,,
25021,25021,1,Captains Shield,armor,rarity,chaos,4,1,captains_shield,3,210,2,rally,1,disease,1,,
250211,25021,2,Captains Shield,armor,rarity,chaos,5,1,captains_shield,3,420,2,rally,1,disease,1,,
250212,25021,3,Captains Shield,armor,rarity,chaos,7,1,captains_shield,3,630,2,rally,1,disease,1,,
26021,26021,1,Captains Shield,armor,rarity,all,4,1,captains_shield,4,210,2,rally,1,silence,1,,
260211,26021,2,Captains Shield,armor,rarity,all,5,1,captains_shield,4,420,2,rally,1,silence,1,,
260212,26021,3,Captains Shield,armor,rarity,all,7,1,captains_shield,4,630,2,rally,1,silence,1,,
22022,22022,1,Medusa Shield,armor,rarity,fortune,3,1,medusa_shield,5,210,2,heal_all,2,drain_crystal,2,,
220221,22022,2,Medusa Shield,armor,rarity,fortune,5,1,medusa_shield,5,420,2,heal_all,2,drain_crystal,2,,
220222,22022,3,Medusa Shield,armor,rarity,fortune,6,1,medusa_shield,5,630,2,heal_all,3,drain_crystal,2,,
23022,23022,1,Medusa Shield,armor,rarity,balance,3,1,medusa_shield,5,210,2,heal_all,2,mshield,2,,
230221,23022,2,Medusa Shield,armor,rarity,balance,5,1,medusa_shield,5,420,2,heal_all,2,mshield,2,,
230222,23022,3,Medusa Shield,armor,rarity,balance,6,1,medusa_shield,5,630,2,heal_all,3,mshield,2,,
24022,24022,1,Medusa Shield,armor,rarity,nature,3,1,medusa_shield,4,210,2,heal_all,2,thorns,2,,
240221,24022,2,Medusa Shield,armor,rarity,nature,5,1,medusa_shield,4,420,2,heal_all,2,thorns,2,,
240222,24022,3,Medusa Shield,armor,rarity,nature,6,1,medusa_shield,4,630,2,heal_all,3,thorns,2,,
26022,26022,1,Medusa Shield,armor,rarity,all,3,1,medusa_shield,6,210,2,heal_all,2,entangle,0,,
260221,26022,2,Medusa Shield,armor,rarity,all,5,1,medusa_shield,6,420,2,heal_all,2,entangle,0,,
260222,26022,3,Medusa Shield,armor,rarity,all,6,1,medusa_shield,6,630,2,heal_all,3,entangle,0,,
22023,22023,1,Repair Plate,armor,rarity,fortune,3,1,repair_plate,2,210,2,heal,2,drain_crystal,1,,
220231,22023,2,Repair Plate,armor,rarity,fortune,5,1,repair_plate,2,420,2,heal,2,drain_crystal,1,,
220232,22023,3,Repair Plate,armor,rarity,fortune,5,1,repair_plate,2,630,2,heal,2,drain_crystal,1,,
23023,23023,1,Repair Plate,armor,rarity,balance,3,1,repair_plate,2,210,2,heal,2,mshield,1,,
230231,23023,2,Repair Plate,armor,rarity,balance,5,1,repair_plate,2,420,2,heal,2,mshield,1,,
230232,23023,3,Repair Plate,armor,rarity,balance,5,1,repair_plate,2,630,2,heal,2,mshield,1,,
24023,24023,1,Repair Plate,armor,rarity,nature,3,1,repair_plate,2,210,2,heal,2,thorns,1,,
240231,24023,2,Repair Plate,armor,rarity,nature,5,1,repair_plate,2,420,2,heal,2,thorns,1,,
240232,24023,3,Repair Plate,armor,rarity,nature,5,1,repair_plate,2,630,2,heal,2,thorns,1,,
26023,26023,1,Repair Plate,armor,rarity,all,3,1,repair_plate,3,210,2,heal,2,,,,
260231,26023,2,Repair Plate,armor,rarity,all,5,1,repair_plate,3,420,2,heal,2,,,,
260232,26023,3,Repair Plate,armor,rarity,all,5,1,repair_plate,3,630,2,heal,2,heal_all,1,,
22024,22024,1,Battle Tiara,armor,rarity,fortune,4,1,battle_tiara,3,210,2,chance,4,drain_crystal,1,,
220241,22024,2,Battle Tiara,armor,rarity,fortune,6,1,battle_tiara,3,420,2,chance,4,drain_crystal,1,,
220242,22024,3,Battle Tiara,armor,rarity,fortune,6,1,battle_tiara,3,630,2,chance,5,drain_crystal,1,,
23024,23024,1,Battle Tiara,armor,rarity,balance,4,1,battle_tiara,4,210,2,chance,4,mshield,2,,
230241,23024,2,Battle Tiara,armor,rarity,balance,6,1,battle_tiara,4,420,2,chance,4,mshield,2,,
230242,23024,3,Battle Tiara,armor,rarity,balance,6,1,battle_tiara,4,630,2,chance,5,mshield,2,,
24024,24024,1,Battle Tiara,armor,rarity,nature,4,1,battle_tiara,4,210,2,chance,4,thorns,2,,
240241,24024,2,Battle Tiara,armor,rarity,nature,6,1,battle_tiara,4,420,2,chance,4,thorns,2,,
240242,24024,3,Battle Tiara,armor,rarity,nature,6,1,battle_tiara,4,630,2,chance,5,thorns,2,,
25024,25024,1,Battle Tiara,armor,rarity,chaos,4,1,battle_tiara,4,210,2,chance,4,disease,2,,
250241,25024,2,Battle Tiara,armor,rarity,chaos,6,1,battle_tiara,4,420,2,chance,4,disease,2,,
250242,25024,3,Battle Tiara,armor,rarity,chaos,6,1,battle_tiara,4,630,2,chance,5,disease,2,,
26024,26024,1,Battle Tiara,armor,rarity,all,4,1,battle_tiara,5,210,2,chance,4,,,,
260241,26024,2,Battle Tiara,armor,rarity,all,6,1,battle_tiara,5,420,2,chance,4,,,,
260242,26024,3,Battle Tiara,armor,rarity,all,6,1,battle_tiara,5,630,2,chance,5,cleave,0,,
21025,21025,1,Rock Armor,armor,rarity,war,5,1,rock_armor,3,210,2,shield,1,rally,1,,
210251,21025,2,Rock Armor,armor,rarity,war,7,1,rock_armor,3,420,2,shield,1,rally,1,,
210252,21025,3,Rock Armor,armor,rarity,war,7,1,rock_armor,3,630,2,shield,2,rally,1,,
22025,22025,1,Rock Armor,armor,rarity,fortune,5,1,rock_armor,3,210,2,shield,1,drain_crystal,1,,
220251,22025,2,Rock Armor,armor,rarity,fortune,7,1,rock_armor,3,420,2,shield,1,drain_crystal,1,,
220252,22025,3,Rock Armor,armor,rarity,fortune,7,1,rock_armor,3,630,2,shield,2,drain_crystal,1,,
23025,23025,1,Rock Armor,armor,rarity,balance,5,1,rock_armor,3,210,2,shield,1,mshield,1,,
230251,23025,2,Rock Armor,armor,rarity,balance,7,1,rock_armor,3,420,2,shield,1,mshield,1,,
230252,23025,3,Rock Armor,armor,rarity,balance,7,1,rock_armor,3,630,2,shield,2,mshield,1,,
24025,24025,1,Rock Armor,armor,rarity,nature,5,1,rock_armor,3,210,2,shield,1,thorns,1,,
240251,24025,2,Rock Armor,armor,rarity,nature,7,1,rock_armor,3,420,2,shield,1,thorns,1,,
240252,24025,3,Rock Armor,armor,rarity,nature,7,1,rock_armor,3,630,2,shield,2,thorns,1,,
26025,26025,1,Rock Armor,armor,rarity,all,5,1,rock_armor,4,210,2,shield,1,,,,
260251,26025,2,Rock Armor,armor,rarity,all,7,1,rock_armor,4,420,2,shield,1,,,,
260252,26025,3,Rock Armor,armor,rarity,all,7,1,rock_armor,4,630,2,shield,2,,,,
21026,21026,1,Armor Of Darkness,armor,epic,war,6,1,armor_of_darkness,3,280,2,thrash,2,rally,1,,
210261,21026,2,Armor Of Darkness,armor,epic,war,7,1,armor_of_darkness,3,560,2,thrash,2,rally,1,,
210262,21026,3,Armor Of Darkness,armor,epic,war,7,1,armor_of_darkness,3,840,2,thrash,3,rally,1,,
22026,22026,1,Armor Of Darkness,armor,epic,fortune,6,1,armor_of_darkness,3,280,2,thrash,2,drain_crystal,1,,
