类型,索引,替换目标,文本值(简中）
power_config,heal_all,info_desc,回复所有盟友的生命值
power_config,thrash,name_desc,连击
power_config,thrash,info_desc,在前排位置近战攻击击中敌人时：随机对单个后排敌人发动连击
power_config,thorns,name_desc,荆棘
power_config,thorns,info_desc,此卡受到近战攻击命中时：对攻击者造成伤害
power_config,resonate,name_desc,共鸣
power_config,resonate,info_desc,对手支付水晶时：我方获得一定量的水晶
power_config,explode,name_desc,爆炸
power_config,explode,info_desc,在前排位置被消灭时：对正对面的敌人造成伤害
power_config,damage,name_desc,侵袭
power_config,damage,info_desc,对目标敌人造成伤害
power_config,damage_all,name_desc,侵袭-全部
power_config,damage_all,info_desc,对所有敌人造成伤害
power_config,chance,name_desc,随机伤害
power_config,chance,info_desc,对一个随机敌人造成随机伤害
power_config,crystal,name_desc,额外水晶
power_config,crystal,info_desc,此卡被献祭时：获得额外的水晶
power_config,reach,name_desc,长手
power_config,reach,info_desc,此卡可以在后排位置发动近战攻击
power_config,cleave,name_desc,贯穿
power_config,cleave,info_desc,攻击破坏敌人的护甲时：对敌人的生命值造成剩余的伤害
power_config,disease,name_desc,侵染
power_config,disease,info_desc,对敌人造成近战、远程或荆棘伤害时：该敌人受到【疾病】（疾病状态的怪兽失去鼓舞、恫吓及魔法反射能力；疾病可以被治疗治愈）
power_config,disease_all,name_desc,侵染-全部
power_config,disease_all,info_desc,对敌人造成近战、远程或荆棘伤害时：所有敌人受到【疾病】（疾病状态的怪兽失去鼓舞、恫吓及魔法反射能力；疾病可以被治疗治愈）
power_config,flying,name_desc,飞翔
power_config,flying,info_desc,被没有{飞翔}技能的怪物攻击时：50%几率回避近战攻击和连击，25%几率回避远程攻击
power_config,counter,name_desc,反击
power_config,counter,info_desc,受到近战伤害时：50%几率对攻击者造成等量伤害
power_config,stoneskin,name_desc,石肤
power_config,stoneskin,info_desc,被攻击时：如果没有护甲，则25%几率免疫远程伤害
power_config,antidote,name_desc,闪电
power_config,antidote,info_desc,对目标敌人造成魔法伤害
power_config,disarm,name_desc,缴械
power_config,disarm,info_desc,近战或远程攻击命中敌人时：消灭该敌人的武器
power_config,doom,name_desc,末日
power_config,doom,info_desc,消灭目标敌人
power_config,deathstrike,name_desc,死亡袭击
power_config,deathstrike,info_desc,攻击敌人并对其生命值造成伤害时：消灭该敌人
power_config,revive,name_desc,复苏
power_config,revive,info_desc,被消灭时：复活此卡，此效果只会触发一次
power_config,breaker,name_desc,破甲
power_config,breaker,info_desc,近战和远程攻击对护甲造成额外伤害，且远程攻击不会被护甲格挡
power_config,entangle,name_desc,束缚
power_config,entangle,info_desc,50%几率优先使正对面未束缚的敌人受到【束缚】，持续到对方回合结束（束缚状态的怪兽失去飞翔，且跳过其下一个攻击阶段）
power_config,reflect,name_desc,魔法反射
power_config,reflect,info_desc,被魔法攻击时：75%几率不受伤害并对攻击者反弹全部伤害
power_config,boost,name_desc,护甲强化
power_config,boost,info_desc,此卡装备护甲时：获得额外护甲值
power_config,aggro,name_desc,嘲讽
power_config,aggro,info_desc,使远程敌人优先攻击此卡
power_config,stealth,name_desc,潜行
power_config,stealth,info_desc,此卡位于后排时：不会成为远程和魔法攻击的目标
power_config,swap,name_desc,恐惧
power_config,swap,info_desc,此卡使用后：前排的敌人和随机单个后排敌人交换位置
power_config,paint,name_desc,标记
power_config,paint,info_desc,【标记】目标敌人（远程攻击会无视嘲讽和潜行优先攻击被标记的敌人）
power_config,trample,name_desc,践踏
power_config,trample,info_desc,此卡位于前排且使用近战攻击击中敌人时：对所有后排敌人发动践踏
power_config,charge,name_desc,冲锋
power_config,charge,info_desc,战斗阶段开始时：增加此卡的近战攻击，持续到对方回合结束，该效果只能触发一次
power_config,critical,name_desc,暴击
power_config,critical,info_desc,50%几率造成1.5倍近战或远程伤害，向上取整
power_config,berserk,name_desc,狂怒
power_config,berserk,info_desc,近战伤害增加，伤害量等同于此卡已损失的生命值
power_config,backstab,name_desc,背刺
power_config,backstab,info_desc,此卡位于后排时：仅对正对面的敌人发动近战攻击，无视潜行
power_config,regenerate,name_desc,再生
power_config,regenerate,info_desc,被消灭时：免疫消灭效果并且当前生命值变为1，此效果只会触发一次
power_config,stun,name_desc,眩晕
power_config,stun,info_desc,近战或远程攻击命中没有护甲的敌人时：75%几率使敌人受到【眩晕】（眩晕状态的怪兽失去飞翔，且跳过其下一个攻击阶段）
power_config,silence,name_desc,沉默
power_config,silence,info_desc,此卡使用后：所有敌人受到【沉默】（沉默状态的怪兽无法使用魔法攻击和治疗）
power_config,unsummon,name_desc,反召唤
power_config,unsummon,info_desc,将目标怪兽移回其拥有者的牌库
power_config,decoy,name_desc,无敌
power_config,decoy,info_desc,目标怪兽获得【无敌】（无敌状态的怪兽不会受到生命值伤害，每个怪兽只能获得一次无敌），持续到对方回合结束
power_config,antiair,name_desc,防空
power_config,antiair,info_desc,攻击被飞翔闪避时：75%几率再进行一次无视护甲的远程攻击，该效果每回合只能触发一次
power_config,immunity,name_desc,免疫
power_config,immunity,info_desc,不能成为消耗品的目标，免疫恫吓和沉默
power_config,draft,name_desc,征募
power_config,draft,info_desc,此卡使用后：获得一定量的水晶
power_config,destroy,name_desc,粉碎
power_config,destroy,info_desc,消灭目标敌方护甲
power_config,opportunity,name_desc,机会
power_config,opportunity,info_desc,敌人使用长手或背刺时：对该敌人进行一次远程攻击，该效果每回合只能触发一次
power_config,cautious,name_desc,警觉
power_config,cautious,info_desc,免疫反击，荆棘，束缚，机会效果
power_config,repair,name_desc,修复
power_config,repair,info_desc,随机修复单个盟友的护甲
power_config,bless,name_desc,祝福
power_config,bless,info_desc,战斗阶段开始时：所有盟友获得【警惕】（警惕状态的怪兽免疫反击，荆棘，束缚，机会，防空，爆炸，眩晕效果 ）、获得2点护盾、1点魔法护盾且免疫消耗品伤害，持续到对方回合结束
power_config,curse,name_desc,魔法诅咒
power_config,curse,info_desc,魔法攻击击中敌人时：该敌人受到【诅咒】（诅咒状态的怪兽会使回合开始时回复的水晶减1，每个怪兽只能被诅咒一次）
power_config,drain_crystal,name_desc,水晶萃取
power_config,drain_crystal,info_desc,此卡消灭敌人时：获得一定量的水晶
power_config,swipe,name_desc,猛击
power_config,swipe,info_desc,此卡位于前排时：对每个敌人造成0~1点伤害
power_config,invincible,name_desc,无敌
power_config,invincible,info_desc,目标怪兽获得【无敌】（无敌状态的怪兽不会受到生命值伤害，每个怪兽只能获得一次无敌），持续到对方回合结束
status_config,entangled,round_desc,束缚(剩%d回合)
status_config,entangled,info_desc,失去飞翔，无法行动
status_config,diseased,round_desc,疾病(需累计治疗%d点)
status_config,diseased,info_desc,失去鼓舞、恫吓及魔法反射能力，并移除祝福状态，可以被治疗治愈
status_config,silenced,round_desc,沉默(剩%d回合)
status_config,silenced,info_desc,失去魔法攻击及治疗能力
status_config,painted,round_desc,标记(剩%d回合)
status_config,painted,info_desc,始终是远程攻击的优先目标，无视嘲讽和潜行
status_config,demoralized,round_desc,恫吓(剩%d回合)
status_config,demoralized,info_desc,近战攻击力降低 -%d
status_config,antimagicd,round_desc,法术抑制(剩%d回合)
status_config,antimagicd,info_desc,魔法攻击力降低-%d
status_config,rallied,round_desc,鼓舞士气(剩%d回合)
status_config,rallied,info_desc,近战攻击力增加 +%d，并免疫恐惧
status_config,charged,round_desc,冲锋(剩%d回合)
status_config,charged,info_desc,近战攻击力增加 +%d
status_config,against_melee,round_desc,近战失效
status_config,against_melee,info_desc,位于后排无法进行近战攻击
status_config,against_ranged,round_desc,远程失效
status_config,against_ranged,info_desc,位于前排无法进行远程攻击
item_config,100001,name,怪物粉末
item_config,100002,name,怪物粉末（自然）
item_config,100003,name,怪物粉末（平衡）
item_config,100004,name,怪物粉末（混乱）
item_config,100005,name,怪物粉末（命运）
item_config,200001,name,道具粉末
item_config,200002,name,物品粉末（自然）
item_config,200003,name,物品粉末（平衡）
item_config,200004,name,物品粉末（混乱）
item_config,200005,name,物品粉末（命运）
item_config,200006,name,物品粉末（中立）
item_config,300001,name,普通玻璃水晶
item_config,300002,name,稀有湛蓝水晶
item_config,300003,name,史诗橙黄水晶
item_config,300004,name,传说血色水晶
item_config,400001,name,融合卷轴
item_config,500001,name,游戏币
item_config,500002,name,代币
item_config,100001,desc,合成及升级所需的重要材料，可通过分解怪物卡牌获取。
item_config,100002,desc,合成及升级所需的重要材料，可通过分解自然怪物卡牌获取。
item_config,100003,desc,合成及升级所需的重要材料，可通过分解平衡怪物卡牌获取。
item_config,100004,desc,合成及升级所需的重要材料，可通过分解混乱怪物卡牌获取。
item_config,100005,desc,合成及升级所需的重要材料，可通过分解命运怪物卡牌获取。
item_config,200001,desc,合成及升级所需的重要材料，可通过分解道具卡牌获取。
item_config,200002,desc,合成及升级所需的重要材料，可通过分解自然道具卡牌获取。
item_config,200003,desc,合成及升级所需的重要材料，可通过分解平衡道具卡牌获取。
item_config,200004,desc,合成及升级所需的重要材料，可通过分解混乱道具卡牌获取。
item_config,200005,desc,合成及升级所需的重要材料，可通过分解命运道具卡牌获取。
item_config,200006,desc,合成及升级所需的重要材料，可通过分解中立道具卡牌获取。
item_config,300001,desc,升级所需的重要材料，可通过分解普通质量怪物卡牌获取。
item_config,300002,desc,升级所需的重要材料，可通过分解稀有质量怪物卡牌获取。
item_config,300003,desc,升级所需的重要材料，可通过分解史诗质量怪物卡牌获取。
item_config,300004,desc,升级所需的重要材料，可通过分解传说质量怪物卡牌获取。
item_config,400001,desc,升级所需的重要材料，可通过冒险系统获取。
item_config,500001,desc,游戏内重要资源之一。
item_config,500002,desc,游戏内重要资源之一。
tips_config,1,desc,向老板买饮料中...
tips_config,2,desc,重新组建套牌中...
tips_config,3,desc,等一下，我听个电话...
tips_config,4,desc,稍等稍等，我上个厕所...
tips_config,5,desc,今天天气不错...
statistic_config,100001,desc,消耗金币总量
statistic_config,200001,desc,获得三连胜次数
statistic_config,300001,desc,杀死蓝龙次数
statistic_config,400001,desc,被蓝龙杀死次数
statistic_config,500001,desc,传说质量卡牌数量
task_config,1,desc,对战中赢得一场胜利(非冒险)
task_config,2,desc,对战中至少召唤5个怪物(非冒险)
task_config,3,desc,对战中使用1次道具(非冒险)
task_config,4,desc,对战中至少召唤1个黄色命运怪兽并获得胜利(非冒险)
task_config,5,desc,对战中至少召唤2个费用2及以下的怪兽(非冒险)
task_config,6,desc,对战中至少召唤1个费用3及以上的怪兽(非冒险)
task_config,7,desc,对战中赢得一场胜利(非冒险)
task_config,100001,desc,对战中赢得一场胜利(非冒险)
task_config,100002,desc,对战中消灭4个怪物(非冒险)
task_config,100003,desc,对战中使用4个物品(非冒险)
task_config,100004,desc,对战中赢得一场胜利(非冒险)
task_config,200001,desc,对战中赢得一场胜利(非冒险)
task_config,200002,desc,对战中消灭6个怪物(非冒险)
task_config,200003,desc,对战中使用6个物品(非冒险)
task_config,200004,desc,对战中至少召唤2个费用2及以下的怪兽(非冒险)
task_config,200005,desc,对战中赢得一场胜利(非冒险)
task_config,300001,desc,对战中赢得一场胜利(非冒险)
task_config,300002,desc,对战中消灭6个怪物(非冒险)
task_config,300003,desc,对战中使用6个物品(非冒险)
task_config,300004,desc,对战中至少召唤2个费用2及以下的物品(非冒险)
task_config,300005,desc,对战中赢得一场胜利(非冒险)
task_config,400001,desc,对战中赢得一场胜利(非冒险)
task_config,400002,desc,对战中消灭6个怪物(非冒险)
task_config,400003,desc,对战中使用6个物品(非冒险)
task_config,400004,desc,对战中至少召唤4个费用2及以下的卡片(非冒险)
task_config,400005,desc,对战中赢得一场胜利(非冒险)
task_config,500001,desc,对战中赢得一场胜利(非冒险)
task_config,500002,desc,对战中消灭6个怪物(非冒险)
task_config,500003,desc,对战中使用6个物品(非冒险)
task_config,500004,desc,对战中至少召唤4个费用2及以下的卡片(非冒险)
task_config,500005,desc,对战中赢得一场胜利(非冒险)
task_config,600001,desc,在1场对战中至少召唤2个红色战争卡片并获得胜利(非冒险)
task_config,600002,desc,在1场对战中至少召唤2个黄色命运卡片并获得胜利(非冒险)
task_config,600003,desc,在1场对战中至少召唤2个蓝色平衡卡片并获得胜利(非冒险)
task_config,600004,desc,在1场对战中至少召唤2个绿色自然卡片并获得胜利(非冒险)
task_config,600005,desc,在1场对战中至少召唤2个紫色混乱卡片并获得胜利(非冒险)
task_config,600006,desc,在1场对战中至少召唤2个白色中立卡片并获得胜利(非冒险)
task_config,600007,desc,在1场对战中至少召唤3个红色战争或黄色命运卡片并获得胜利(非冒险)
task_config,600008,desc,在1场对战中至少召唤3个红色战争或蓝色平衡卡片并获得胜利(非冒险)
task_config,600009,desc,在1场对战中至少召唤3个红色战争或绿色自然卡片并获得胜利(非冒险)
task_config,600010,desc,在1场对战中至少召唤3个红色战争或紫色混乱卡片并获得胜利(非冒险)
task_config,600011,desc,在1场对战中至少召唤3个红色战争或白色中立卡片并获得胜利(非冒险)
task_config,600012,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡卡片并获得胜利(非冒险)
task_config,600013,desc,在1场对战中至少召唤3个黄色命运或绿色自然卡片并获得胜利(非冒险)
task_config,600014,desc,在1场对战中至少召唤3个黄色命运或紫色混乱卡片并获得胜利(非冒险)
task_config,600015,desc,在1场对战中至少召唤3个黄色命运或白色中立卡片并获得胜利(非冒险)
task_config,600016,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然卡片并获得胜利(非冒险)
task_config,600017,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱卡片并获得胜利(非冒险)
task_config,600018,desc,在1场对战中至少召唤3个蓝色平衡或白色中立卡片并获得胜利(非冒险)
task_config,600019,desc,在1场对战中至少召唤3个绿色自然或紫色混乱卡片并获得胜利(非冒险)
task_config,600020,desc,在1场对战中至少召唤3个绿色自然或白色中立卡片并获得胜利(非冒险)
task_config,600021,desc,在1场对战中至少召唤3个紫色混乱或白色中立卡片并获得胜利(非冒险)
task_config,600022,desc,对战中赢得一场胜利(非冒险)
task_config,600023,desc,对战中消灭6个怪物(非冒险)
task_config,600024,desc,对战中使用6个物品(非冒险)
task_config,600025,desc,对战中至少召唤2个费用2及以下的怪物(非冒险)
task_config,600026,desc,对战中至少召唤3个费用3及以下的怪物(非冒险)
task_config,600027,desc,对战中至少召唤4个费用4及以下的怪物(非冒险)
task_config,600028,desc,对战中至少召唤3个费用2及以上的怪物(非冒险)
task_config,600029,desc,对战中至少召唤2个费用3及以上的怪物(非冒险)
task_config,600030,desc,对战中至少召唤2个费用2及以下的物品(非冒险)
task_config,600031,desc,对战中至少召唤3个费用3及以下的物品(非冒险)
task_config,600032,desc,对战中至少召唤4个费用4及以下的物品(非冒险)
task_config,600033,desc,对战中至少召唤3个费用2及以上的物品(非冒险)
task_config,600034,desc,对战中至少召唤2个费用3及以上的物品(非冒险)
task_config,600035,desc,对战中至少召唤2个费用2及以下的卡片(非冒险)
task_config,600036,desc,对战中至少召唤3个费用3及以下的卡片(非冒险)
task_config,600037,desc,对战中至少召唤4个费用4及以下的卡片(非冒险)
task_config,600038,desc,对战中至少召唤3个费用2及以上的卡片(非冒险)
task_config,600039,desc,对战中至少召唤2个费用3及以上的卡片(非冒险)
task_config,600040,desc,完成2次冒险胜利
task_config,700001,desc,在1场对战中至少召唤2个红色战争卡片并获得胜利(非冒险)
task_config,700002,desc,在1场对战中至少召唤2个黄色命运卡片并获得胜利(非冒险)
task_config,700003,desc,在1场对战中至少召唤2个蓝色平衡卡片并获得胜利(非冒险)
task_config,700004,desc,在1场对战中至少召唤2个绿色自然卡片并获得胜利(非冒险)
task_config,700005,desc,在1场对战中至少召唤2个紫色混乱卡片并获得胜利(非冒险)
task_config,700006,desc,在1场对战中至少召唤2个白色中立卡片并获得胜利(非冒险)
task_config,700007,desc,在1场对战中至少召唤3个红色战争或黄色命运卡片并获得胜利(非冒险)
task_config,700008,desc,在1场对战中至少召唤3个红色战争或蓝色平衡卡片并获得胜利(非冒险)
task_config,700009,desc,在1场对战中至少召唤3个红色战争或绿色自然卡片并获得胜利(非冒险)
task_config,700010,desc,在1场对战中至少召唤3个红色战争或紫色混乱卡片并获得胜利(非冒险)
task_config,700011,desc,在1场对战中至少召唤3个红色战争或白色中立卡片并获得胜利(非冒险)
task_config,700012,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡卡片并获得胜利(非冒险)
task_config,700013,desc,在1场对战中至少召唤3个黄色命运或绿色自然卡片并获得胜利(非冒险)
task_config,700014,desc,在1场对战中至少召唤3个黄色命运或紫色混乱卡片并获得胜利(非冒险)
task_config,700015,desc,在1场对战中至少召唤3个黄色命运或白色中立卡片并获得胜利(非冒险)
task_config,700016,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然卡片并获得胜利(非冒险)
task_config,700017,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱卡片并获得胜利(非冒险)
task_config,700018,desc,在1场对战中至少召唤3个蓝色平衡或白色中立卡片并获得胜利(非冒险)
task_config,700019,desc,在1场对战中至少召唤3个绿色自然或紫色混乱卡片并获得胜利(非冒险)
task_config,700020,desc,在1场对战中至少召唤3个绿色自然或白色中立卡片并获得胜利(非冒险)
task_config,700021,desc,在1场对战中至少召唤3个紫色混乱或白色中立卡片并获得胜利(非冒险)
task_config,700022,desc,对战中赢得一场胜利(非冒险)
task_config,700023,desc,对战中消灭6个怪物(非冒险)
task_config,700024,desc,对战中使用6个物品(非冒险)
task_config,700025,desc,对战中至少召唤2个费用2及以下的怪物(非冒险)
task_config,700026,desc,对战中至少召唤3个费用3及以下的怪物(非冒险)
task_config,700027,desc,对战中至少召唤4个费用4及以下的怪物(非冒险)
task_config,700028,desc,对战中至少召唤3个费用2及以上的怪物(非冒险)
task_config,700029,desc,对战中至少召唤2个费用3及以上的怪物(非冒险)
task_config,700030,desc,对战中至少召唤2个费用2及以下的物品(非冒险)
task_config,700031,desc,对战中至少召唤3个费用3及以下的物品(非冒险)
task_config,700032,desc,对战中至少召唤4个费用4及以下的物品(非冒险)
task_config,700033,desc,对战中至少召唤3个费用2及以上的物品(非冒险)
task_config,700034,desc,对战中至少召唤2个费用3及以上的物品(非冒险)
task_config,700035,desc,对战中至少召唤2个费用2及以下的卡片(非冒险)
task_config,700036,desc,对战中至少召唤3个费用3及以下的卡片(非冒险)
task_config,700037,desc,对战中至少召唤4个费用4及以下的卡片(非冒险)
task_config,700038,desc,对战中至少召唤3个费用2及以上的卡片(非冒险)
task_config,700039,desc,对战中至少召唤2个费用3及以上的卡片(非冒险)
task_config,700040,desc,完成2次冒险胜利
task_config,800001,desc,在1场对战中至少召唤2个红色战争怪物并获得胜利(非冒险)
task_config,800002,desc,在1场对战中至少召唤2个黄色命运怪物并获得胜利(非冒险)
task_config,800003,desc,在1场对战中至少召唤2个蓝色平衡怪物并获得胜利(非冒险)
task_config,800004,desc,在1场对战中至少召唤2个绿色自然怪物并获得胜利(非冒险)
task_config,800005,desc,在1场对战中至少召唤2个紫色混乱怪物并获得胜利(非冒险)
task_config,800006,desc,在1场对战中至少召唤3个红色战争或黄色命运怪物并获得胜利(非冒险)
task_config,800007,desc,在1场对战中至少召唤3个红色战争或蓝色平衡怪物并获得胜利(非冒险)
task_config,800008,desc,在1场对战中至少召唤3个红色战争或绿色自然怪物并获得胜利(非冒险)
task_config,800009,desc,在1场对战中至少召唤3个红色战争或紫色混乱怪物并获得胜利(非冒险)
task_config,800010,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡怪物并获得胜利(非冒险)
task_config,800011,desc,在1场对战中至少召唤3个黄色命运或绿色自然怪物并获得胜利(非冒险)
task_config,800012,desc,在1场对战中至少召唤3个黄色命运或紫色混乱怪物并获得胜利(非冒险)
task_config,800013,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然怪物并获得胜利(非冒险)
task_config,800014,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱怪物并获得胜利(非冒险)
task_config,800015,desc,在1场对战中至少召唤3个绿色自然或紫色混乱怪物并获得胜利(非冒险)
task_config,800016,desc,在1场对战中至少召唤2个红色战争物品并获得胜利(非冒险)
task_config,800017,desc,在1场对战中至少召唤2个黄色命运物品并获得胜利(非冒险)
task_config,800018,desc,在1场对战中至少召唤2个蓝色平衡物品并获得胜利(非冒险)
task_config,800019,desc,在1场对战中至少召唤2个绿色自然物品并获得胜利(非冒险)
task_config,800020,desc,在1场对战中至少召唤2个紫色混乱物品并获得胜利(非冒险)
task_config,800021,desc,在1场对战中至少召唤2个白色中立物品并获得胜利(非冒险)
task_config,800022,desc,在1场对战中至少召唤3个红色战争或黄色命运物品并获得胜利(非冒险)
task_config,800023,desc,在1场对战中至少召唤3个红色战争或蓝色平衡物品并获得胜利(非冒险)
task_config,800024,desc,在1场对战中至少召唤3个红色战争或绿色自然物品并获得胜利(非冒险)
task_config,800025,desc,在1场对战中至少召唤3个红色战争或紫色混乱物品并获得胜利(非冒险)
task_config,800026,desc,在1场对战中至少召唤3个红色战争或白色中立物品并获得胜利(非冒险)
task_config,800027,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡物品并获得胜利(非冒险)
task_config,800028,desc,在1场对战中至少召唤3个黄色命运或绿色自然物品并获得胜利(非冒险)
task_config,800029,desc,在1场对战中至少召唤3个黄色命运或紫色混乱物品并获得胜利(非冒险)
task_config,800030,desc,在1场对战中至少召唤3个黄色命运或白色中立物品并获得胜利(非冒险)
task_config,800031,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然物品并获得胜利(非冒险)
task_config,800032,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱物品并获得胜利(非冒险)
task_config,800033,desc,在1场对战中至少召唤3个蓝色平衡或白色中立物品并获得胜利(非冒险)
task_config,800034,desc,在1场对战中至少召唤3个绿色自然或紫色混乱物品并获得胜利(非冒险)
task_config,800035,desc,在1场对战中至少召唤3个绿色自然或白色中立物品并获得胜利(非冒险)
task_config,800036,desc,在1场对战中至少召唤3个紫色混乱或白色中立物品并获得胜利(非冒险)
task_config,800037,desc,在1场对战中至少召唤4个红色战争卡片并获得胜利(非冒险)
task_config,800038,desc,在1场对战中至少召唤4个黄色命运卡片并获得胜利(非冒险)
task_config,800039,desc,在1场对战中至少召唤4个蓝色平衡卡片并获得胜利(非冒险)
task_config,800040,desc,在1场对战中至少召唤4个绿色自然卡片并获得胜利(非冒险)
task_config,800041,desc,在1场对战中至少召唤4个紫色混乱卡片并获得胜利(非冒险)
task_config,800042,desc,在1场对战中至少召唤4个白色中立卡片并获得胜利(非冒险)
task_config,800043,desc,在1场对战中至少召唤5个红色战争或黄色命运卡片并获得胜利(非冒险)
task_config,800044,desc,在1场对战中至少召唤5个红色战争或蓝色平衡卡片并获得胜利(非冒险)
task_config,800045,desc,在1场对战中至少召唤5个红色战争或绿色自然卡片并获得胜利(非冒险)
task_config,800046,desc,在1场对战中至少召唤5个红色战争或紫色混乱卡片并获得胜利(非冒险)
task_config,800047,desc,在1场对战中至少召唤5个红色战争或白色中立卡片并获得胜利(非冒险)
task_config,800048,desc,在1场对战中至少召唤5个黄色命运或蓝色平衡卡片并获得胜利(非冒险)
task_config,800049,desc,在1场对战中至少召唤5个黄色命运或绿色自然卡片并获得胜利(非冒险)
task_config,800050,desc,在1场对战中至少召唤5个黄色命运或紫色混乱卡片并获得胜利(非冒险)
task_config,800051,desc,在1场对战中至少召唤5个黄色命运或白色中立卡片并获得胜利(非冒险)
task_config,800052,desc,在1场对战中至少召唤5个蓝色平衡或绿色自然卡片并获得胜利(非冒险)
task_config,800053,desc,在1场对战中至少召唤5个蓝色平衡或紫色混乱卡片并获得胜利(非冒险)
task_config,800054,desc,在1场对战中至少召唤5个蓝色平衡或白色中立卡片并获得胜利(非冒险)
task_config,800055,desc,在1场对战中至少召唤5个绿色自然或紫色混乱卡片并获得胜利(非冒险)
task_config,800056,desc,在1场对战中至少召唤5个绿色自然或白色中立卡片并获得胜利(非冒险)
task_config,800057,desc,在1场对战中至少召唤5个紫色混乱或白色中立卡片并获得胜利(非冒险)
task_config,800058,desc,对战中赢得一场胜利(非冒险)
task_config,800059,desc,对战中消灭6个怪物(非冒险)
task_config,800060,desc,对战中使用6个物品(非冒险)
task_config,800061,desc,对战中至少召唤4个费用2及以下的怪物(非冒险)
task_config,800062,desc,对战中至少召唤5个费用3及以下的怪物(非冒险)
task_config,800063,desc,对战中至少召唤6个费用4及以下的怪物(非冒险)
task_config,800064,desc,对战中至少召唤5个费用2及以上的怪物(非冒险)
task_config,800065,desc,对战中至少召唤4个费用3及以上的怪物(非冒险)
task_config,800066,desc,对战中至少召唤3个费用4及以上的怪物(非冒险)
task_config,800067,desc,对战中赢得一场胜利(非冒险)
task_config,800068,desc,对战中至少召唤4个费用2及以下的物品(非冒险)
task_config,800069,desc,对战中至少召唤5个费用3及以下的物品(非冒险)
task_config,800070,desc,对战中至少召唤6个费用4及以下的物品(非冒险)
task_config,800071,desc,对战中至少召唤5个费用2及以上的物品(非冒险)
task_config,800072,desc,对战中至少召唤4个费用3及以上的物品(非冒险)
task_config,800073,desc,对战中至少召唤3个费用4及以上的物品(非冒险)
task_config,800074,desc,对战中赢得一场胜利(非冒险)
task_config,800075,desc,对战中至少召唤4个费用2及以下的卡片(非冒险)
task_config,800076,desc,对战中至少召唤5个费用3及以下的卡片(非冒险)
task_config,800077,desc,对战中至少召唤6个费用4及以下的卡片(非冒险)
task_config,800078,desc,对战中至少召唤5个费用2及以上的卡片(非冒险)
task_config,800079,desc,对战中至少召唤4个费用3及以上的卡片(非冒险)
task_config,800080,desc,对战中至少召唤3个费用4及以上的卡片(非冒险)
task_config,800081,desc,对战中赢得一场胜利(非冒险)
task_config,800082,desc,完成2次冒险胜利
task_config,900001,desc,在1场对战中至少召唤2个红色战争怪物并获得胜利(非冒险)
task_config,900002,desc,在1场对战中至少召唤2个黄色命运怪物并获得胜利(非冒险)
task_config,900003,desc,在1场对战中至少召唤2个蓝色平衡怪物并获得胜利(非冒险)
task_config,900004,desc,在1场对战中至少召唤2个绿色自然怪物并获得胜利(非冒险)
task_config,900005,desc,在1场对战中至少召唤2个紫色混乱怪物并获得胜利(非冒险)
task_config,900006,desc,在1场对战中至少召唤3个红色战争或黄色命运怪物并获得胜利(非冒险)
task_config,900007,desc,在1场对战中至少召唤3个红色战争或蓝色平衡怪物并获得胜利(非冒险)
task_config,900008,desc,在1场对战中至少召唤3个红色战争或绿色自然怪物并获得胜利(非冒险)
task_config,900009,desc,在1场对战中至少召唤3个红色战争或紫色混乱怪物并获得胜利(非冒险)
task_config,900010,desc,在1场对战中至少召唤3个黄色命运或蓝色平衡怪物并获得胜利(非冒险)
task_config,900011,desc,在1场对战中至少召唤3个黄色命运或绿色自然怪物并获得胜利(非冒险)
task_config,900012,desc,在1场对战中至少召唤3个黄色命运或紫色混乱怪物并获得胜利(非冒险)
task_config,900013,desc,在1场对战中至少召唤3个蓝色平衡或绿色自然怪物并获得胜利(非冒险)
task_config,900014,desc,在1场对战中至少召唤3个蓝色平衡或紫色混乱怪物并获得胜利(非冒险)
task_config,900015,desc,在1场对战中至少召唤3个绿色自然或紫色混乱怪物并获得胜利(非冒险)
task_config,900016,desc,在1场对战中至少召唤2个红色战争物品并获得胜利(非冒险)
task_config,900017,desc,在1场对战中至少召唤2个黄色命运物品并获得胜利(非冒险)
task_config,900018,desc,在1场对战中至少召唤2个蓝色平衡物品并获得胜利(非冒险)
task_config,900019,desc,在1场对战中至少召唤2个绿色自然物品并获得胜利(非冒险)
task_config,900020,desc,在1场对战中至少召唤2个紫色混乱物品并获得胜利(非冒险)
task_config,900021,desc,在1场对战中至少召唤2个白色中立物品并获得胜利(非冒险)
task_config,900022,desc,在1场对战中至少召唤3个红色战争或黄色命运物品并获得胜利(非冒险)
task_config,900023,desc,在1场对战中至少召唤3个红色战争或蓝色平衡物品并获得胜利(非冒险)
