类型,索引,替换目标,文本值(英语）
chest_config,46,name,Tavern owner's daily booster pack Level 9
chest_config,47,name,Tavern owner's daily booster pack Level 10
chest_config,48,name,Tavern owner's daily booster pack Level 11
chest_config,49,name,Tavern owner's daily booster pack Level 12
chest_config,50,name,Tavern owner's daily booster pack Level 13
chest_config,51,name,Tavern owner's daily booster pack Level Max
chest_config,52,name,Tavern owner's newbie booster pack
chest_config,53,name,Season booster pack Rank 12
chest_config,54,name,Season booster pack Rank 11
chest_config,55,name,Season booster pack Rank 10
chest_config,56,name,Season booster pack Rank 9
chest_config,57,name,Season booster pack Rank 8
chest_config,58,name,Season booster pack Rank 7
chest_config,59,name,Season booster pack Rank 6
chest_config,60,name,Season booster pack Rank 5
chest_config,61,name,Season booster pack Rank 4
chest_config,62,name,Season booster pack Rank 3
chest_config,63,name,Season booster pack Rank 2
chest_config,64,name,Season booster pack Rank 1
power_config,melee,name_desc,Melee
power_config,melee,info_desc,When in engagement slot: Attacks the enemy in engagement slot.
power_config,ranged,name_desc,Ranged
power_config,ranged,info_desc,When in support slot: Prefers to attack the enemy in the diagonal support slot，but this attack has 25% chance to be blocked (deal no damage) if that enemy equips with Armor.
power_config,magic,name_desc,Magic
power_config,magic,info_desc,Prefers to attack the enemy in opposite slot and ignore its armor
power_config,magic_aoe,name_desc,Magic Blast
power_config,magic_aoe,info_desc,When hitting any enemy with Magic Attack: Deal additional damage to its adjacent enemies.
power_config,shield,name_desc,Shield
power_config,shield,info_desc,Reduces damage from Melee or Ranged Attack.
power_config,mshield,name_desc,Magic Shield
power_config,mshield,info_desc,Reduces damage from Magic Attack.
power_config,rally,name_desc,Encourage
power_config,rally,info_desc,At the start of battle phase: Each ally becomes Encouraged (Melee Attack increases). Only the strongest Encouraged works if multiple same effects are in play.
power_config,demoralize,name_desc,Demoralize
power_config,demoralize,info_desc,At the start of battle phase: Each enemy becomes Demoralized (Melee Attack decreases). Only the strongest Demoralized works if multiple same effects are in play.
power_config,antimagic,name_desc,Suppress Magic
power_config,antimagic,info_desc,At the start of battle phase: Each enemy becomes Magic-Supppressed (Magic Attack decreases). Only the strongest Magic-Supppressed works if multiple same effects are in play.
power_config,heal,name_desc,Heal
power_config,heal,info_desc,Recovers HP of one injured ally.
power_config,heal_all,name_desc,Group Heal
power_config,heal_all,info_desc,Recovers HP of all allies.
power_config,thrash,name_desc,Doublestrike
power_config,thrash,info_desc,When hitting any enemy with Melee Attack from engagement slot: Deals additional damage to one random enemy in support slot.
power_config,thorns,name_desc,Thorns
power_config,thorns,info_desc,When hit by a Melee Attack: Deals damage to the attacker.
power_config,resonate,name_desc,Resonate
power_config,resonate,info_desc,When the opponent spends crystals: You gain crystals.
power_config,explode,name_desc,Explosion
power_config,explode,info_desc,When destroyed in engagement slot: Deals damage to the opposite enemy.
power_config,damage,name_desc,Smite
power_config,damage,info_desc,Deals damage to target enemy.
power_config,damage_all,name_desc,Group Smite
power_config,damage_all,info_desc,Deals damage to all enemies.
power_config,chance,name_desc,Chaos
power_config,chance,info_desc,Deals a random amount of damage to one random enemy.
power_config,crystal,name_desc,Additional Crystal
power_config,crystal,info_desc,When sacrificed: You gain additional crystals.
power_config,reach,name_desc,Reach
power_config,reach,info_desc,May make Melee Attack from a support slot.
power_config,cleave,name_desc,Piercing
power_config,cleave,info_desc,When destroying the armor of any enemy: Exceeding damage is dealt to that enemy.
power_config,disease,name_desc,Disease
power_config,disease,info_desc,When dealing Melee，Ranged or Thorns Damage to any enemy: that enemy becomes Diseased (lose Encourage，Demoralize and Magic Reflect. Remove Blessed. This status can be removed by Heal).
power_config,disease_all,name_desc,Group Disease
power_config,disease_all,info_desc,When dealing Melee，Ranged or Thorns Damage to any enemy: Each enemy becomes Diseased (lose Encourage，Demoralize and Magic Reflect. Remove Blessed. This status can be removed by Heal).
power_config,flying,name_desc,Flying
power_config,flying,info_desc,When attacked by monster without {Flying}: 50% chance to evade Melee Attack and Doublestrike. 25% chance to evade Ranged Attack.
power_config,counter,name_desc,Counter-attack
power_config,counter,info_desc,When receving Melee Damage: 50% chance to deal the same amount of damage to the attacker.
power_config,stoneskin,name_desc,Stoneskin
power_config,stoneskin,info_desc,When attacked: If no armor is equiped，then 25% chance to avoid Ranged Damage.
power_config,antidote,name_desc,Lightning
power_config,antidote,info_desc,Deals Magic Damage to target enemy.
power_config,disarm,name_desc,Disarm
power_config,disarm,info_desc,When hitting any enemy with Melee Attack or Ranged Attack: Destroys the enemy's weapon.
power_config,doom,name_desc,Doom
power_config,doom,info_desc,Destroys target enemy.
power_config,deathstrike,name_desc,Deathstrike
power_config,deathstrike,info_desc,When dealing damage to any enemy: Destroys that enemy.
power_config,revive,name_desc,Revive
power_config,revive,info_desc,When destroyed: Immediately come back into play in the same slot. This can trigger only once.
power_config,breaker,name_desc,Breaking Armor
power_config,breaker,info_desc,When making Melee or Ranged Attack: Deal additional damage to the Armor，and Ranged Attack will not be be blocked by the Armor.
power_config,entangle,name_desc,Entangle
power_config,entangle,info_desc,50% chance to make the opposite enemy Entangled (loses Flying and skips next battle phase).
power_config,reflect,name_desc,Magic Reflect
power_config,reflect,info_desc,When attacked by Magic: 75% chance to receive no damage and deal the same amount of damage to the attacker.
power_config,boost,name_desc,Enchanted Armor
power_config,boost,info_desc,When equipped with Armor: Gain additional Armor.
power_config,aggro,name_desc,Taunt
power_config,aggro,info_desc,Becomes the preferred target for Ranged Attack.
power_config,stealth,name_desc,Stealth
power_config,stealth,info_desc,When in support slot: May not be the target for Ranged and Magic Attack.
power_config,swap,name_desc,Fear
power_config,swap,info_desc,When coming into play: the engagement slot enemy swaps position with one random enemy in support slot.
power_config,paint,name_desc,Mark
power_config,paint,info_desc,The target becomes Marked (become the most preferred target for Ranged Attack，ignoring Taunt and Stealth).
power_config,trample,name_desc,Trample
power_config,trample,info_desc,When in engagement slot and hitting any enemy with Melee Attack: Deals additional damage to all enemies in support slots.
power_config,charge,name_desc,Charge
power_config,charge,info_desc,At the start of battle phase: Becomes Charged (Melee Attack increases) until the end of the opponent's turn. This can trigger only once.
power_config,critical,name_desc,Critical
power_config,critical,info_desc,50% chance to deal 1.5 times Melee or Ranged Damage，rounded up.
power_config,berserk,name_desc,Berserk
power_config,berserk,info_desc,Melee Damage increases by the amount equal to the lost HP.
power_config,backstab,name_desc,Backstab
power_config,backstab,info_desc,When in support slot: May attack the opposite enemy and this attack ignores Stealth.
power_config,regenerate,name_desc,Regenerate
power_config,regenerate,info_desc,Recovers half of the missing HP
power_config,stun,name_desc,Stun
power_config,stun,info_desc,When hitting one enemy without armor with Melee or Ranged Attack: 75% chance the target becomes Stunned (loses Flying and skips next battle phase).
power_config,silence,name_desc,Silence
power_config,silence,info_desc,When coming into play: Each enemy becomes Silenced (loses Magic Attack and Heal).
power_config,unsummon,name_desc,Unsummon
power_config,unsummon,info_desc,Target monster returns to its owner's deck.
power_config,decoy,name_desc,Invincibility
power_config,decoy,info_desc,Target Monster becomes Invincible (immune to any damage) until the end of the opponent's turn. An Invincible Monster cannot become Invincible again.
power_config,antiair,name_desc,Flak
power_config,antiair,info_desc,When attacking but evaded by Flying: 75% chance to make one additional Ranged Attack which ignores Armor. This can trigger only once per turn.
power_config,immunity,name_desc,Immunity
power_config,immunity,info_desc,May not be the target for a Consumable Card and is immune to Demoralize and Silence.
power_config,draft,name_desc,Reinforcement
power_config,draft,info_desc,When coming into play: You gain crystals.
power_config,destroy,name_desc,Smash
power_config,destroy,info_desc,Destroy target's Armor of one enemy.
power_config,opportunity,name_desc,Opportunity
power_config,opportunity,info_desc,When the opponent uses Reach or Backstab: Make one Ranged Attack to that enemy. This can trigger only once per turn.
power_config,cautious,name_desc,Vigilant
power_config,cautious,info_desc,At the start of battle phase: Immune to Counter-Attack，Thorns，Entangle and Opportunity until the end of the opponent's turn.
power_config,repair,name_desc,Repair
power_config,repair,info_desc,Repair the armor of one random ally.
power_config,bless,name_desc,Bless
power_config,bless,info_desc,At the start of battle phase: Each ally becomes Blessed (becomes Vigilant，gains 2 Shield，gains 1 Magic Sheld and is immune to Consumable Damage until the end of the opponent's turn.
power_config,curse,name_desc,Curse
power_config,curse,info_desc,When hitting any enemy with Magic Attack: That enemy becomes Cursed (crystals recover 1 less at the start of your turn). An Cursed Monster cannot become Cursed again.
power_config,drain_crystal,name_desc,Drain crystal
power_config,drain_crystal,info_desc,When destorying any enemy: You gain crystals.
power_config,swipe,name_desc,Sweep
power_config,swipe,info_desc,When in engagement slot: Deal 0 or 1 damage to each enemy.
power_config,invincible,name_desc,Invincibility
power_config,invincible,info_desc,Target Monster becomes Invincible (immune to any damage) until the end of the opponent's turn. An Invincible Monster cannot become Invincible again.
status_config,entangled,round_desc,Entangled (%d turns left)
status_config,entangled,info_desc,Loses Flying and skips next battle phase
status_config,diseased,round_desc,Diseased (%d Heal needed)
status_config,diseased,info_desc,Lose Encourage，Demoralize and Magic Reflect. Remove Blessed. Can be removed by Heal
status_config,silenced,round_desc,Silenced
status_config,silenced,info_desc,Loses Magic Attack and Heal
status_config,painted,round_desc,Marked (%d turns left)
status_config,painted,info_desc,Become the most preferred target for Ranged Attack，ignoring Taunt and Stealth
status_config,demoralized,round_desc,Demoralized
status_config,demoralized,info_desc,Melee Attack decreases by %d
status_config,antimagicd,round_desc,Magic Suppressed
status_config,antimagicd,info_desc,Magic Attack decreases by %d
status_config,rallied,round_desc,Encouraged
status_config,rallied,info_desc,Melee Attack increases by %d
status_config,charged,round_desc,Charge
status_config,charged,info_desc,Melee Attack increases by %d
status_config,against_melee,round_desc,Melee Attack Unavailable
status_config,against_melee,info_desc,May not do Melee Attack from support slot
status_config,against_ranged,round_desc,Ranged Attack Unavailable
status_config,against_ranged,info_desc,May not do Ranged Attack from engagement slot
item_config,100001,name,Monster Powder
item_config,100002,name,Monster Powder(Nature)
item_config,100003,name,Monster Powder(Balance)
item_config,100004,name,Monster Powder(Chaos)
item_config,100005,name,Monster Powder(Fortune)
item_config,200001,name,Item Powder
item_config,200002,name,Item Powder(Nature)
item_config,200003,name,Item Powder(Balance)
item_config,200004,name,Item Powder(Chaos)
item_config,200005,name,Item Powder(Fortune)
item_config,200006,name,Item Powder(All)
item_config,300001,name,Common Glass Crystal
item_config,300002,name,Rare Blue Crystal
item_config,300003,name,Epic Orange Crystal
item_config,300004,name,Legendary Blood Red Crystal
item_config,400001,name,Scroll
item_config,500001,name,Coin
item_config,500002,name,Diamond
item_config,100001,desc,Material used to compose and upgrade Monster cards
item_config,100002,desc,Material used to compose and upgrade Nature Monster cards
item_config,100003,desc,Material used to compose and upgrade Balance Monster cards
item_config,100004,desc,Material used to compose and upgrade Chaos Monster cards
item_config,100005,desc,Material used to compose and upgrade Fortune Monster cards
item_config,200001,desc,Material used to compose and upgrade Item cards
item_config,200002,desc,Material used to compose and upgrade Nature Item cards
item_config,200003,desc,Material used to compose and upgrade Balance Item cards
item_config,200004,desc,Material used to compose and upgrade Chaos Item cards
item_config,200005,desc,Material used to compose and upgrade Fortune Item cards
item_config,200006,desc,Material used to compose and upgrade All Item cards
item_config,300001,desc,Material used to upgrade Commonmonster cards
item_config,300002,desc,Material used to upgrade Rare monster cards
item_config,300003,desc,Material used to upgrade Epic monster cards
item_config,300004,desc,Material used to upgrade Legendary monster cards
item_config,400001,desc,Obtain materials to upgrade from Adventure System
item_config,500001,desc,One of the most significant materials in the game
item_config,500002,desc,One of the most significant materials in the game
tips_config,1,desc,Getting some drink from bartender...
tips_config,2,desc,Creating my deck...
tips_config,3,desc,Hold on，I got a phone call...
tips_config,4,desc,Just a moment. I need to go to the washroom...
tips_config,5,desc,Today is a good day...
statistic_config,100001,desc,Gold spend
statistic_config,200001,desc,Three-game winning streak
statistic_config,300001,desc,Defeat blue dragons
statistic_config,400001,desc,Be defeated by blue dragon
statistic_config,500001,desc,Legendary cards
task_config,1,desc,Win 1 match in Battle/Practice Mode
task_config,2,desc,Summon 5 monsters in Battle/Practice Mode
task_config,3,desc,Use 1 item in Battle/Practice Mode
task_config,4,desc,Summon 1 Fortune clan monster(yellow) in Battle/Practice Mode and win
task_config,5,desc,Summon 2 monsters cost 2 or less in Battle/Practice Mode
task_config,6,desc,Summon 1 monster cost 3 or more in Battle
task_config,7,desc,Win 1 match in Battle/Practice Mode
task_config,100001,desc,Win 1 match in Battle/Practice Mode
task_config,100002,desc,Defeat 4 monsters in Battle/Practice Mode
task_config,100003,desc,Use 4 items in Battle/Practice Mode
task_config,100004,desc,Win 1 match in Battle/Practice Mode
task_config,200001,desc,Win 1 match in Battle/Practice Mode
task_config,200002,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,200003,desc,Use 6 items in Battle/Practice Mode
task_config,200004,desc,Summon 2 monsters cost 2 or less in Battle/Practice Mode
task_config,200005,desc,Win 1 match in Battle/Practice Mode
task_config,300001,desc,Win 1 match in Battle/Practice Mode
task_config,300002,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,300003,desc,Use 6 items in Battle/Practice Mode
task_config,300004,desc,Use 2 items cost 2 or less in Battle/Practice Mode
task_config,300005,desc,Win 1 match in Battle/Practice Mode
task_config,400001,desc,Win 1 match in Battle/Practice Mode
task_config,400002,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,400003,desc,Use 6 items in Battle/Practice Mode
task_config,400004,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,400005,desc,Win 1 match in Battle/Practice Mode
task_config,500001,desc,Win 1 match in Battle/Practice Mode
task_config,500002,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,500003,desc,Use 6 items in Battle/Practice Mode
task_config,500004,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,500005,desc,Win 1 match in Battle/Practice Mode
task_config,600001,desc,Use 2 War clan cards(red) in Battle/Practice Mode and win
task_config,600002,desc,Use 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,600003,desc,Use 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,600004,desc,Use 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,600005,desc,Use 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,600006,desc,Use 2 Neutral clan cards(white) in Battle/Practice Mode and win
task_config,600007,desc,Use 3 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,600008,desc,Use 3 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,600009,desc,Use 3 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,600010,desc,Use 3 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,600011,desc,Use 3 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,600012,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,600013,desc,Use 3 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,600014,desc,Use 3 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,600015,desc,Use 3 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,600016,desc,Use 3 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,600017,desc,Use 3 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,600018,desc,Use 3 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,600019,desc,Use 3 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,600020,desc,Use 3 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,600021,desc,Use 3 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,600022,desc,Win 1 match in Battle/Practice Mode
task_config,600023,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,600024,desc,Use 6 items in Battle/Practice Mode
task_config,600025,desc,Summon 2 monsters cost 2 or less in Battle/Practice Mode
task_config,600026,desc,Summon 3 monsters cost 3 or less in Battle/Practice Mode
task_config,600027,desc,Summon 4 monsters cost 4 or less in Battle/Practice Mode
task_config,600028,desc,Summon 3 monsters cost 2 or more in Battle/Practice Mode
task_config,600029,desc,Summon 2 monsters cost 3 or more in Battle/Practice Mode
task_config,600030,desc,Use 2 items cost 2 or less in Battle/Practice Mode
task_config,600031,desc,Use 3 items cost 3 or less in Battle/Practice Mode
task_config,600032,desc,Use 4 items cost 4 or less in Battle/Practice Mode
task_config,600033,desc,Use 3 items cost 2 or more in Battle/Practice Mode
task_config,600034,desc,Use 2 items cost 3 or more in Battle/Practice Mode
task_config,600035,desc,Use 2 cards cost 2 or less in Battle/Practice Mode
task_config,600036,desc,Use 3 cards cost 3 or less in Battle/Practice Mode
task_config,600037,desc,Use 4 cards cost 4 or less in Battle/Practice Mode
task_config,600038,desc,Use 3 cards cost 2 or more in Battle/Practice Mode
task_config,600039,desc,Use 2 cards cost 3 or more in Battle/Practice Mode
task_config,600040,desc,Win 2 matches in Advance Mode
task_config,700001,desc,Use 2 War clan cards(red) in Battle/Practice Mode and win
task_config,700002,desc,Use 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,700003,desc,Use 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,700004,desc,Use 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,700005,desc,Use 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,700006,desc,Use 2 Neutral clan cards(white) in Battle/Practice Mode and win
task_config,700007,desc,Use 3 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,700008,desc,Use 3 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,700009,desc,Use 3 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,700010,desc,Use 3 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,700011,desc,Use 3 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,700012,desc,Use 3 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,700013,desc,Use 3 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,700014,desc,Use 3 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,700015,desc,Use 3 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,700016,desc,Use 3 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,700017,desc,Use 3 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,700018,desc,Use 3 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,700019,desc,Use 3 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,700020,desc,Use 3 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,700021,desc,Use 3 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,700022,desc,Win 1 match in Battle/Practice Mode
task_config,700023,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,700024,desc,Use 6 items in Battle/Practice Mode
task_config,700025,desc,Summon 2 monsters cost 2 or less in Battle/Practice Mode
task_config,700026,desc,Summon 3 monsters cost 3 or less in Battle/Practice Mode
task_config,700027,desc,Summon 4 monsters cost 4 or less in Battle/Practice Mode
task_config,700028,desc,Summon 3 monsters cost 2 or more in Battle/Practice Mode
task_config,700029,desc,Summon 2 monsters cost 3 or more in Battle/Practice Mode
task_config,700030,desc,Use 2 items cost 2 or less in Battle/Practice Mode
task_config,700031,desc,Use 3 items cost 3 or less in Battle/Practice Mode
task_config,700032,desc,Use 4 items cost 4 or less in Battle/Practice Mode
task_config,700033,desc,Use 3 items cost 2 or more in Battle/Practice Mode
task_config,700034,desc,Use 2 items cost 3 or more in Battle/Practice Mode
task_config,700035,desc,Use 2 cards cost 2 or less in Battle/Practice Mode
task_config,700036,desc,Use 3 cards cost 3 or less in Battle/Practice Mode
task_config,700037,desc,Use 4 cards cost 4 or less in Battle/Practice Mode
task_config,700038,desc,Use 3 cards cost 2 or more in Battle/Practice Mode
task_config,700039,desc,Use 2 cards cost 3 or more in Battle/Practice Mode
task_config,700040,desc,Win 2 matches in Advance Mode
task_config,800001,desc,Summon 2 War clan cards(red) in Battle/Practice Mode and win
task_config,800002,desc,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,800003,desc,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,800004,desc,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,800005,desc,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,800006,desc,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
task_config,800007,desc,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,800008,desc,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,800009,desc,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,800010,desc,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,800011,desc,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,800012,desc,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,800013,desc,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,800014,desc,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,800015,desc,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,800016,desc,Use 2 War clan items(red) in Battle/Practice Mode and win
task_config,800017,desc,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,800018,desc,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
task_config,800019,desc,Use 2 Nature clan items(green) in Battle/Practice Mode and win
task_config,800020,desc,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,800021,desc,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
task_config,800022,desc,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,800023,desc,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,800024,desc,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
task_config,800025,desc,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,800026,desc,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,800027,desc,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,800028,desc,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
task_config,800029,desc,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,800030,desc,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,800031,desc,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
task_config,800032,desc,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,800033,desc,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,800034,desc,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,800035,desc,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,800036,desc,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,800037,desc,Use 4 War clan items(red) in Battle/Practice Mode and win
task_config,800038,desc,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,800039,desc,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
task_config,800040,desc,Use 4 Nature clan items(green) in Battle/Practice Mode and win
task_config,800041,desc,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,800042,desc,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
task_config,800043,desc,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,800044,desc,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,800045,desc,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,800046,desc,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,800047,desc,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,800048,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,800049,desc,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,800050,desc,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,800051,desc,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,800052,desc,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,800053,desc,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,800054,desc,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,800055,desc,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,800056,desc,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,800057,desc,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,800058,desc,Win 1 match in Battle/Practice Mode
task_config,800059,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,800060,desc,Use 6 items in Battle/Practice Mode
task_config,800061,desc,Summon 4 monsters cost 2 or less in Battle/Practice Mode
task_config,800062,desc,Summon 5 monsters cost 3 or less in Battle/Practice Mode
task_config,800063,desc,Summon 6 monsters cost 4 or less in Battle/Practice Mode
task_config,800064,desc,Summon 5 monsters cost 2 or more in Battle/Practice Mode
task_config,800065,desc,Summon 4 monsters cost 3 or more in Battle/Practice Mode
task_config,800066,desc,Summon 3 monsters cost 4 or more in Battle/Practice Mode
task_config,800067,desc,Win 1 match in Battle/Practice Mode
task_config,800068,desc,Use 4 items cost 2 or less in Battle/Practice Mode
task_config,800069,desc,Use 5 items cost 3 or less in Battle/Practice Mode
task_config,800070,desc,Use 6 items cost 4 or less in Battle/Practice Mode
task_config,800071,desc,Use 5 items cost 2 or more in Battle/Practice Mode
task_config,800072,desc,Use 4 items cost 3 or more in Battle/Practice Mode
task_config,800073,desc,Use 3 items cost 4 or more in Battle/Practice Mode
task_config,800074,desc,Win 1 match in Battle/Practice Mode
task_config,800075,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,800076,desc,Use 5 cards cost 3 or less in Battle/Practice Mode
task_config,800077,desc,Use 6 cards cost 4 or less in Battle/Practice Mode
task_config,800078,desc,Use 5 cards cost 2 or more in Battle/Practice Mode
task_config,800079,desc,Use 4 cards cost 3 or more in Battle/Practice Mode
task_config,800080,desc,Use 3 cards cost 4 or more in Battle/Practice Mode
task_config,800081,desc,Win 1 match in Battle/Practice Mode
task_config,800082,desc,Win 2 matches in Advance Mode
task_config,900001,desc,Summon 2 War clan cards(red) in Battle/Practice Mode and win
task_config,900002,desc,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,900003,desc,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
