卡牌ID,卡牌组ID,卡牌等级,卡牌名字,卡牌类型,卡牌种类,卡牌品质,生命,标志,资源路径,使用水晶数量,评分,卡组数量限制,技能1,技能1,技能2,技能2,技能3,技能3
22012,22012,1,凶恶面具,armor,rare,fortune,3,1,ferocious_mask,3,140,2,thrash,2,,,,
220121,22012,2,凶恶面具,armor,rare,fortune,5,1,ferocious_mask,3,280,2,thrash,2,,,,
220122,22012,3,凶恶面具,armor,rare,fortune,6,1,ferocious_mask,3,420,2,thrash,3,,,,
23012,23012,1,凶恶面具,armor,rare,balance,3,1,ferocious_mask,3,140,2,thrash,2,,,,
230121,23012,2,凶恶面具,armor,rare,balance,5,1,ferocious_mask,3,280,2,thrash,2,,,,
230122,23012,3,凶恶面具,armor,rare,balance,6,1,ferocious_mask,3,420,2,thrash,3,,,,
24012,24012,1,凶恶面具,armor,rare,nature,3,1,ferocious_mask,3,140,2,thrash,2,,,,
240121,24012,2,凶恶面具,armor,rare,nature,5,1,ferocious_mask,3,280,2,thrash,2,,,,
240122,24012,3,凶恶面具,armor,rare,nature,6,1,ferocious_mask,3,420,2,thrash,3,,,,
25012,25012,1,凶恶面具,armor,rare,chaos,3,1,ferocious_mask,3,140,2,thrash,2,,,,
250121,25012,2,凶恶面具,armor,rare,chaos,5,1,ferocious_mask,3,280,2,thrash,2,,,,
250122,25012,3,凶恶面具,armor,rare,chaos,6,1,ferocious_mask,3,420,2,thrash,3,,,,
26012,26012,1,凶恶面具,armor,rare,all,3,1,ferocious_mask,4,140,2,thrash,2,,,,
260121,26012,2,凶恶面具,armor,rare,all,5,1,ferocious_mask,4,280,2,thrash,2,,,,
260122,26012,3,凶恶面具,armor,rare,all,6,1,ferocious_mask,4,420,2,thrash,3,,,,
21013,21013,1,羽毛帽,armor,rare,war,3,1,feather_cap,3,140,2,flying,0,,,,
210131,21013,2,羽毛帽,armor,rare,war,5,1,feather_cap,3,280,2,flying,0,,,,
210132,21013,3,羽毛帽,armor,rare,war,6,1,feather_cap,3,420,2,flying,0,,,,
22013,22013,1,羽毛帽,armor,rare,fortune,3,1,feather_cap,2,140,2,flying,0,,,,
220131,22013,2,羽毛帽,armor,rare,fortune,5,1,feather_cap,2,280,2,flying,0,,,,
220132,22013,3,羽毛帽,armor,rare,fortune,6,1,feather_cap,2,420,2,flying,0,,,,
23013,23013,1,羽毛帽,armor,rare,balance,3,1,feather_cap,3,140,2,flying,0,,,,
230131,23013,2,羽毛帽,armor,rare,balance,5,1,feather_cap,3,280,2,flying,0,,,,
230132,23013,3,羽毛帽,armor,rare,balance,6,1,feather_cap,3,420,2,flying,0,,,,
24013,24013,1,羽毛帽,armor,rare,nature,3,1,feather_cap,3,140,2,flying,0,,,,
240131,24013,2,羽毛帽,armor,rare,nature,5,1,feather_cap,3,280,2,flying,0,,,,
240132,24013,3,羽毛帽,armor,rare,nature,6,1,feather_cap,3,420,2,flying,0,,,,
25013,25013,1,羽毛帽,armor,rare,chaos,3,1,feather_cap,3,140,2,flying,0,,,,
250131,25013,2,羽毛帽,armor,rare,chaos,5,1,feather_cap,3,280,2,flying,0,,,,
250132,25013,3,羽毛帽,armor,rare,chaos,6,1,feather_cap,3,420,2,flying,0,,,,
26013,26013,1,羽毛帽,armor,rare,all,3,1,feather_cap,4,140,2,flying,0,,,,
260131,26013,2,羽毛帽,armor,rare,all,5,1,feather_cap,4,280,2,flying,0,,,,
260132,26013,3,羽毛帽,armor,rare,all,6,1,feather_cap,4,420,2,flying,0,,,,
21014,21014,1,变换护腕,armor,rare,war,2,1,ranged_barcers,2,140,2,reflect,0,,,,
210141,21014,2,变换护腕,armor,rare,war,4,1,ranged_barcers,2,280,2,reflect,0,,,,
210142,21014,3,变换护腕,armor,rare,war,6,1,ranged_barcers,2,420,2,reflect,0,,,,
22014,22014,1,变换护腕,armor,rare,fortune,2,1,ranged_barcers,2,140,2,reflect,0,,,,
220141,22014,2,变换护腕,armor,rare,fortune,4,1,ranged_barcers,2,280,2,reflect,0,,,,
220142,22014,3,变换护腕,armor,rare,fortune,6,1,ranged_barcers,2,420,2,reflect,0,,,,
23014,23014,1,变换护腕,armor,rare,balance,2,1,ranged_barcers,2,140,2,reflect,0,,,,
230141,23014,2,变换护腕,armor,rare,balance,4,1,ranged_barcers,2,280,2,reflect,0,,,,
230142,23014,3,变换护腕,armor,rare,balance,6,1,ranged_barcers,2,420,2,reflect,0,,,,
24014,24014,1,变换护腕,armor,rare,nature,2,1,ranged_barcers,2,140,2,reflect,0,,,,
240141,24014,2,变换护腕,armor,rare,nature,4,1,ranged_barcers,2,280,2,reflect,0,,,,
240142,24014,3,变换护腕,armor,rare,nature,6,1,ranged_barcers,2,420,2,reflect,0,,,,
25014,25014,1,变换护腕,armor,rare,chaos,2,1,ranged_barcers,2,140,2,reflect,0,,,,
250141,25014,2,变换护腕,armor,rare,chaos,4,1,ranged_barcers,2,280,2,reflect,0,,,,
250142,25014,3,变换护腕,armor,rare,chaos,6,1,ranged_barcers,2,420,2,reflect,0,,,,
26014,26014,1,变换护腕,armor,rare,all,2,1,ranged_barcers,3,140,2,reflect,0,,,,
260141,26014,2,变换护腕,armor,rare,all,4,1,ranged_barcers,3,280,2,reflect,0,,,,
260142,26014,3,变换护腕,armor,rare,all,6,1,ranged_barcers,3,420,2,reflect,0,,,,
21015,21015,1,法师帽,armor,rare,war,3,1,spiked_helmet,4,140,2,magic,2,,,,
210151,21015,2,法师帽,armor,rare,war,4,1,spiked_helmet,4,280,2,magic,2,,,,
210152,21015,3,法师帽,armor,rare,war,6,1,spiked_helmet,4,420,2,magic,2,,,,
22015,22015,1,法师帽,armor,rare,fortune,3,1,spiked_helmet,4,140,2,magic,2,,,,
220151,22015,2,法师帽,armor,rare,fortune,4,1,spiked_helmet,4,280,2,magic,2,,,,
220152,22015,3,法师帽,armor,rare,fortune,6,1,spiked_helmet,4,420,2,magic,2,,,,
23015,23015,1,法师帽,armor,rare,balance,3,1,spiked_helmet,3,140,2,magic,2,,,,
230151,23015,2,法师帽,armor,rare,balance,4,1,spiked_helmet,3,280,2,magic,2,,,,
230152,23015,3,法师帽,armor,rare,balance,6,1,spiked_helmet,3,420,2,magic,2,,,,
24015,24015,1,法师帽,armor,rare,nature,3,1,spiked_helmet,4,140,2,magic,2,,,,
240151,24015,2,法师帽,armor,rare,nature,4,1,spiked_helmet,4,280,2,magic,2,,,,
240152,24015,3,法师帽,armor,rare,nature,6,1,spiked_helmet,4,420,2,magic,2,,,,
25015,25015,1,法师帽,armor,rare,chaos,3,1,spiked_helmet,4,140,2,magic,2,,,,
250151,25015,2,法师帽,armor,rare,chaos,4,1,spiked_helmet,4,280,2,magic,2,,,,
250152,25015,3,法师帽,armor,rare,chaos,6,1,spiked_helmet,4,420,2,magic,2,,,,
26015,26015,1,法师帽,armor,rare,all,3,1,spiked_helmet,5,140,2,magic,2,,,,
260151,26015,2,法师帽,armor,rare,all,4,1,spiked_helmet,5,280,2,magic,2,,,,
260152,26015,3,法师帽,armor,rare,all,6,1,spiked_helmet,5,420,2,magic,2,,,,
21016,21016,1,格斗手套,armor,rare,war,3,1,fighting_gloves,3,140,2,melee,2,,,,
210161,21016,2,格斗手套,armor,rare,war,4,1,fighting_gloves,3,280,2,melee,2,,,,
210162,21016,3,格斗手套,armor,rare,war,6,1,fighting_gloves,3,420,2,melee,2,,,,
22016,22016,1,格斗手套,armor,rare,fortune,3,1,fighting_gloves,3,140,2,melee,2,,,,
220161,22016,2,格斗手套,armor,rare,fortune,4,1,fighting_gloves,3,280,2,melee,2,,,,
220162,22016,3,格斗手套,armor,rare,fortune,6,1,fighting_gloves,3,420,2,melee,2,,,,
24016,24016,1,格斗手套,armor,rare,nature,3,1,fighting_gloves,3,140,2,melee,2,,,,
240161,24016,2,格斗手套,armor,rare,nature,4,1,fighting_gloves,3,280,2,melee,2,,,,
240162,24016,3,格斗手套,armor,rare,nature,6,1,fighting_gloves,3,420,2,melee,2,,,,
25016,25016,1,格斗手套,armor,rare,chaos,3,1,fighting_gloves,3,140,2,melee,2,,,,
250161,25016,2,格斗手套,armor,rare,chaos,4,1,fighting_gloves,3,280,2,melee,2,,,,
250162,25016,3,格斗手套,armor,rare,chaos,6,1,fighting_gloves,3,420,2,melee,2,,,,
26016,26016,1,格斗手套,armor,rare,all,3,1,fighting_gloves,4,140,2,melee,2,,,,
260161,26016,2,格斗手套,armor,rare,all,4,1,fighting_gloves,4,280,2,melee,2,,,,
260162,26016,3,格斗手套,armor,rare,all,6,1,fighting_gloves,4,420,2,melee,2,,,,
21017,21017,1,羊皮盾,armor,rare,war,2,1,shield,2,140,2,shield,1,,,,
210171,21017,2,羊皮盾,armor,rare,war,4,1,shield,2,280,2,shield,1,,,,
210172,21017,3,羊皮盾,armor,rare,war,5,1,shield,2,420,2,shield,2,,,,
22017,22017,1,羊皮盾,armor,rare,fortune,2,1,shield,2,140,2,shield,1,,,,
220171,22017,2,羊皮盾,armor,rare,fortune,4,1,shield,2,280,2,shield,1,,,,
220172,22017,3,羊皮盾,armor,rare,fortune,5,1,shield,2,420,2,shield,2,,,,
23017,23017,1,羊皮盾,armor,rare,balance,2,1,shield,2,140,2,shield,1,,,,
230171,23017,2,羊皮盾,armor,rare,balance,4,1,shield,2,280,2,shield,1,,,,
230172,23017,3,羊皮盾,armor,rare,balance,5,1,shield,2,420,2,shield,2,,,,
24017,24017,1,羊皮盾,armor,rare,nature,2,1,shield,2,140,2,shield,1,,,,
240171,24017,2,羊皮盾,armor,rare,nature,4,1,shield,2,280,2,shield,1,,,,
240172,24017,3,羊皮盾,armor,rare,nature,5,1,shield,2,420,2,shield,2,,,,
26017,26017,1,羊皮盾,armor,rare,all,2,1,shield,3,140,2,shield,1,,,,
260171,26017,2,羊皮盾,armor,rare,all,4,1,shield,3,280,2,shield,1,,,,
260172,26017,3,羊皮盾,armor,rare,all,5,1,shield,3,420,2,shield,2,,,,
22018,22018,1,金冠,armor,rare,fortune,2,1,light_tiara,2,140,2,chance,2,,,,
220181,22018,2,金冠,armor,rare,fortune,4,1,light_tiara,2,280,2,chance,2,,,,
220182,22018,3,金冠,armor,rare,fortune,4,1,light_tiara,2,420,2,chance,3,,,,
23018,23018,1,金冠,armor,rare,balance,2,1,light_tiara,2,140,2,chance,2,,,,
230181,23018,2,金冠,armor,rare,balance,4,1,light_tiara,2,280,2,chance,2,,,,
230182,23018,3,金冠,armor,rare,balance,4,1,light_tiara,2,420,2,chance,3,,,,
24018,24018,1,金冠,armor,rare,nature,2,1,light_tiara,2,140,2,chance,2,,,,
240181,24018,2,金冠,armor,rare,nature,4,1,light_tiara,2,280,2,chance,2,,,,
240182,24018,3,金冠,armor,rare,nature,4,1,light_tiara,2,420,2,chance,3,,,,
25018,25018,1,金冠,armor,rare,chaos,2,1,light_tiara,2,140,2,chance,2,,,,
250181,25018,2,金冠,armor,rare,chaos,4,1,light_tiara,2,280,2,chance,2,,,,
250182,25018,3,金冠,armor,rare,chaos,4,1,light_tiara,2,420,2,chance,3,,,,
26018,26018,1,金冠,armor,rare,all,2,1,light_tiara,3,140,2,chance,2,,,,
260181,26018,2,金冠,armor,rare,all,4,1,light_tiara,3,280,2,chance,2,,,,
260182,26018,3,金冠,armor,rare,all,4,1,light_tiara,3,420,2,chance,3,,,,
21019,21019,1,尖刺护甲,armor,rare,war,4,1,spiked_armor,3,140,2,thorns,2,,,,
210191,21019,2,尖刺护甲,armor,rare,war,5,1,spiked_armor,3,280,2,thorns,2,,,,
210192,21019,3,尖刺护甲,armor,rare,war,7,1,spiked_armor,3,420,2,thorns,2,,,,
23019,23019,1,尖刺护甲,armor,rare,balance,4,1,spiked_armor,3,140,2,thorns,2,,,,
230191,23019,2,尖刺护甲,armor,rare,balance,5,1,spiked_armor,3,280,2,thorns,2,,,,
230192,23019,3,尖刺护甲,armor,rare,balance,7,1,spiked_armor,3,420,2,thorns,2,,,,
24019,24019,1,尖刺护甲,armor,rare,nature,4,1,spiked_armor,3,140,2,thorns,2,,,,
240191,24019,2,尖刺护甲,armor,rare,nature,5,1,spiked_armor,3,280,2,thorns,2,,,,
240192,24019,3,尖刺护甲,armor,rare,nature,7,1,spiked_armor,3,420,2,thorns,2,,,,
25019,25019,1,尖刺护甲,armor,rare,chaos,4,1,spiked_armor,3,140,2,thorns,2,,,,
250191,25019,2,尖刺护甲,armor,rare,chaos,5,1,spiked_armor,3,280,2,thorns,2,,,,
250192,25019,3,尖刺护甲,armor,rare,chaos,7,1,spiked_armor,3,420,2,thorns,2,,,,
26019,26019,1,尖刺护甲,armor,rare,all,4,1,spiked_armor,4,140,2,thorns,2,,,,
260191,26019,2,尖刺护甲,armor,rare,all,5,1,spiked_armor,4,280,2,thorns,2,,,,
260192,26019,3,尖刺护甲,armor,rare,all,7,1,spiked_armor,4,420,2,thorns,2,,,,
21020,21020,1,魔法护盾,armor,rare,war,4,1,mirror_shield,3,140,2,reflect,0,,,,
210201,21020,2,魔法护盾,armor,rare,war,5,1,mirror_shield,3,280,2,reflect,0,,,,
210202,21020,3,魔法护盾,armor,rare,war,6,1,mirror_shield,3,420,2,reflect,0,,,,
22020,22020,1,魔法护盾,armor,rare,fortune,4,1,mirror_shield,3,140,2,reflect,0,,,,
220201,22020,2,魔法护盾,armor,rare,fortune,5,1,mirror_shield,3,280,2,reflect,0,,,,
220202,22020,3,魔法护盾,armor,rare,fortune,6,1,mirror_shield,3,420,2,reflect,0,,,,
23020,23020,1,魔法护盾,armor,rare,balance,4,1,mirror_shield,3,140,2,reflect,0,,,,
230201,23020,2,魔法护盾,armor,rare,balance,5,1,mirror_shield,3,280,2,reflect,0,,,,
230202,23020,3,魔法护盾,armor,rare,balance,6,1,mirror_shield,3,420,2,reflect,0,,,,
25020,25020,1,魔法护盾,armor,rare,chaos,4,1,mirror_shield,3,140,2,reflect,0,,,,
250201,25020,2,魔法护盾,armor,rare,chaos,5,1,mirror_shield,3,280,2,reflect,0,,,,
250202,25020,3,魔法护盾,armor,rare,chaos,6,1,mirror_shield,3,420,2,reflect,0,,,,
26020,26020,1,魔法护盾,armor,rare,all,4,1,mirror_shield,4,140,2,reflect,0,,,,
260201,26020,2,魔法护盾,armor,rare,all,5,1,mirror_shield,4,280,2,reflect,0,,,,
260202,26020,3,魔法护盾,armor,rare,all,6,1,mirror_shield,4,420,2,reflect,0,,,,
21021,21021,1,冲锋盾牌,armor,rarity,war,4,1,captains_shield,3,210,2,rally,1,silence,1,,
210211,21021,2,冲锋盾牌,armor,rarity,war,5,1,captains_shield,3,420,2,rally,1,silence,1,,
210212,21021,3,冲锋盾牌,armor,rarity,war,7,1,captains_shield,3,630,2,rally,1,silence,1,,
22021,22021,1,冲锋盾牌,armor,rarity,fortune,4,1,captains_shield,3,210,2,rally,1,silence,1,,
220211,22021,2,冲锋盾牌,armor,rarity,fortune,5,1,captains_shield,3,420,2,rally,1,silence,1,,
220212,22021,3,冲锋盾牌,armor,rarity,fortune,7,1,captains_shield,3,630,2,rally,1,silence,1,,
23021,23021,1,冲锋盾牌,armor,rarity,balance,4,1,captains_shield,3,210,2,rally,1,silence,1,,
230211,23021,2,冲锋盾牌,armor,rarity,balance,5,1,captains_shield,3,420,2,rally,1,silence,1,,
230212,23021,3,冲锋盾牌,armor,rarity,balance,7,1,captains_shield,3,630,2,rally,1,silence,1,,
24021,24021,1,冲锋盾牌,armor,rarity,nature,4,1,captains_shield,3,210,2,rally,1,silence,1,,
240211,24021,2,冲锋盾牌,armor,rarity,nature,5,1,captains_shield,3,420,2,rally,1,silence,1,,
240212,24021,3,冲锋盾牌,armor,rarity,nature,7,1,captains_shield,3,630,2,rally,1,silence,1,,
25021,25021,1,冲锋盾牌,armor,rarity,chaos,4,1,captains_shield,3,210,2,rally,1,silence,1,,
250211,25021,2,冲锋盾牌,armor,rarity,chaos,5,1,captains_shield,3,420,2,rally,1,silence,1,,
250212,25021,3,冲锋盾牌,armor,rarity,chaos,7,1,captains_shield,3,630,2,rally,1,silence,1,,
26021,26021,1,冲锋盾牌,armor,rarity,all,4,1,captains_shield,4,210,2,rally,1,silence,1,,
260211,26021,2,冲锋盾牌,armor,rarity,all,5,1,captains_shield,4,420,2,rally,1,silence,1,,
260212,26021,3,冲锋盾牌,armor,rarity,all,7,1,captains_shield,4,630,2,rally,1,silence,1,,
22022,22022,1,美杜莎之盾,armor,rarity,fortune,3,1,medusa_shield,5,210,2,heal_all,2,entangle,0,,
220221,22022,2,美杜莎之盾,armor,rarity,fortune,5,1,medusa_shield,5,420,2,heal_all,2,entangle,0,,
220222,22022,3,美杜莎之盾,armor,rarity,fortune,6,1,medusa_shield,5,630,2,heal_all,3,entangle,0,,
23022,23022,1,美杜莎之盾,armor,rarity,balance,3,1,medusa_shield,5,210,2,heal_all,2,entangle,0,,
230221,23022,2,美杜莎之盾,armor,rarity,balance,5,1,medusa_shield,5,420,2,heal_all,2,entangle,0,,
230222,23022,3,美杜莎之盾,armor,rarity,balance,6,1,medusa_shield,5,630,2,heal_all,3,entangle,0,,
24022,24022,1,美杜莎之盾,armor,rarity,nature,3,1,medusa_shield,4,210,2,heal_all,2,entangle,0,,
240221,24022,2,美杜莎之盾,armor,rarity,nature,5,1,medusa_shield,4,420,2,heal_all,2,entangle,0,,
240222,24022,3,美杜莎之盾,armor,rarity,nature,6,1,medusa_shield,4,630,2,heal_all,3,entangle,0,,
26022,26022,1,美杜莎之盾,armor,rarity,all,3,1,medusa_shield,6,210,2,heal_all,2,entangle,0,,
260221,26022,2,美杜莎之盾,armor,rarity,all,5,1,medusa_shield,6,420,2,heal_all,2,entangle,0,,
260222,26022,3,美杜莎之盾,armor,rarity,all,6,1,medusa_shield,6,630,2,heal_all,3,entangle,0,,
22023,22023,1,修理板甲,armor,rarity,fortune,3,1,repair_plate,2,210,2,heal,2,,,,
220231,22023,2,修理板甲,armor,rarity,fortune,5,1,repair_plate,2,420,2,heal,2,,,,
220232,22023,3,修理板甲,armor,rarity,fortune,5,1,repair_plate,2,630,2,heal,2,heal_all,1,,
23023,23023,1,修理板甲,armor,rarity,balance,3,1,repair_plate,2,210,2,heal,2,,,,
230231,23023,2,修理板甲,armor,rarity,balance,5,1,repair_plate,2,420,2,heal,2,,,,
230232,23023,3,修理板甲,armor,rarity,balance,5,1,repair_plate,2,630,2,heal,2,heal_all,1,,
24023,24023,1,修理板甲,armor,rarity,nature,3,1,repair_plate,2,210,2,heal,2,,,,
240231,24023,2,修理板甲,armor,rarity,nature,5,1,repair_plate,2,420,2,heal,2,,,,
240232,24023,3,修理板甲,armor,rarity,nature,5,1,repair_plate,2,630,2,heal,2,heal_all,1,,
26023,26023,1,修理板甲,armor,rarity,all,3,1,repair_plate,3,210,2,heal,2,,,,
260231,26023,2,修理板甲,armor,rarity,all,5,1,repair_plate,3,420,2,heal,2,,,,
260232,26023,3,修理板甲,armor,rarity,all,5,1,repair_plate,3,630,2,heal,2,heal_all,1,,
22024,22024,1,战斗宝冠,armor,rarity,fortune,4,1,battle_tiara,3,210,2,chance,4,,,,
220241,22024,2,战斗宝冠,armor,rarity,fortune,6,1,battle_tiara,3,420,2,chance,4,,,,
220242,22024,3,战斗宝冠,armor,rarity,fortune,6,1,battle_tiara,3,630,2,chance,5,cleave,0,,
23024,23024,1,战斗宝冠,armor,rarity,balance,4,1,battle_tiara,4,210,2,chance,4,,,,
230241,23024,2,战斗宝冠,armor,rarity,balance,6,1,battle_tiara,4,420,2,chance,4,,,,
230242,23024,3,战斗宝冠,armor,rarity,balance,6,1,battle_tiara,4,630,2,chance,5,cleave,0,,
24024,24024,1,战斗宝冠,armor,rarity,nature,4,1,battle_tiara,4,210,2,chance,4,,,,
240241,24024,2,战斗宝冠,armor,rarity,nature,6,1,battle_tiara,4,420,2,chance,4,,,,
240242,24024,3,战斗宝冠,armor,rarity,nature,6,1,battle_tiara,4,630,2,chance,5,cleave,0,,
25024,25024,1,战斗宝冠,armor,rarity,chaos,4,1,battle_tiara,4,210,2,chance,4,,,,
250241,25024,2,战斗宝冠,armor,rarity,chaos,6,1,battle_tiara,4,420,2,chance,4,,,,
250242,25024,3,战斗宝冠,armor,rarity,chaos,6,1,battle_tiara,4,630,2,chance,5,cleave,0,,
26024,26024,1,战斗宝冠,armor,rarity,all,4,1,battle_tiara,5,210,2,chance,4,,,,
260241,26024,2,战斗宝冠,armor,rarity,all,6,1,battle_tiara,5,420,2,chance,4,,,,
260242,26024,3,战斗宝冠,armor,rarity,all,6,1,battle_tiara,5,630,2,chance,5,cleave,0,,
21025,21025,1,岩石护甲,armor,rarity,war,5,1,rock_armor,3,210,2,shield,1,,,,
210251,21025,2,岩石护甲,armor,rarity,war,7,1,rock_armor,3,420,2,shield,1,,,,
210252,21025,3,岩石护甲,armor,rarity,war,7,1,rock_armor,3,630,2,shield,2,,,,
22025,22025,1,岩石护甲,armor,rarity,fortune,5,1,rock_armor,3,210,2,shield,1,,,,
220251,22025,2,岩石护甲,armor,rarity,fortune,7,1,rock_armor,3,420,2,shield,1,,,,
220252,22025,3,岩石护甲,armor,rarity,fortune,7,1,rock_armor,3,630,2,shield,2,,,,
23025,23025,1,岩石护甲,armor,rarity,balance,5,1,rock_armor,3,210,2,shield,1,,,,
230251,23025,2,岩石护甲,armor,rarity,balance,7,1,rock_armor,3,420,2,shield,1,,,,
230252,23025,3,岩石护甲,armor,rarity,balance,7,1,rock_armor,3,630,2,shield,2,,,,
24025,24025,1,岩石护甲,armor,rarity,nature,5,1,rock_armor,3,210,2,shield,1,,,,
240251,24025,2,岩石护甲,armor,rarity,nature,7,1,rock_armor,3,420,2,shield,1,,,,
240252,24025,3,岩石护甲,armor,rarity,nature,7,1,rock_armor,3,630,2,shield,2,,,,
26025,26025,1,岩石护甲,armor,rarity,all,5,1,rock_armor,4,210,2,shield,1,,,,
260251,26025,2,岩石护甲,armor,rarity,all,7,1,rock_armor,4,420,2,shield,1,,,,
260252,26025,3,岩石护甲,armor,rarity,all,7,1,rock_armor,4,630,2,shield,2,,,,
21026,21026,1,恶魔护甲,armor,epic,war,6,1,armor_of_darkness,3,280,2,thrash,2,swap,0,,
210261,21026,2,恶魔护甲,armor,epic,war,7,1,armor_of_darkness,3,560,2,thrash,2,swap,0,,
210262,21026,3,恶魔护甲,armor,epic,war,7,1,armor_of_darkness,3,840,2,thrash,3,swap,0,,
22026,22026,1,恶魔护甲,armor,epic,fortune,6,1,armor_of_darkness,3,280,2,thrash,2,swap,0,,
220261,22026,2,恶魔护甲,armor,epic,fortune,7,1,armor_of_darkness,3,560,2,thrash,2,swap,0,,
220262,22026,3,恶魔护甲,armor,epic,fortune,7,1,armor_of_darkness,3,840,2,thrash,3,swap,0,,
23026,23026,1,恶魔护甲,armor,epic,balance,6,1,armor_of_darkness,3,280,2,thrash,2,swap,0,,
230261,23026,2,恶魔护甲,armor,epic,balance,7,1,armor_of_darkness,3,560,2,thrash,2,swap,0,,
230262,23026,3,恶魔护甲,armor,epic,balance,7,1,armor_of_darkness,3,840,2,thrash,3,swap,0,,
24026,24026,1,恶魔护甲,armor,epic,nature,6,1,armor_of_darkness,3,280,2,thrash,2,swap,0,,
240261,24026,2,恶魔护甲,armor,epic,nature,7,1,armor_of_darkness,3,560,2,thrash,2,swap,0,,
240262,24026,3,恶魔护甲,armor,epic,nature,7,1,armor_of_darkness,3,840,2,thrash,3,swap,0,,
25026,25026,1,恶魔护甲,armor,epic,chaos,6,1,armor_of_darkness,3,280,2,thrash,2,swap,0,,
250261,25026,2,恶魔护甲,armor,epic,chaos,7,1,armor_of_darkness,3,560,2,thrash,2,swap,0,,
250262,25026,3,恶魔护甲,armor,epic,chaos,7,1,armor_of_darkness,3,840,2,thrash,3,swap,0,,
26026,26026,1,恶魔护甲,armor,epic,all,6,1,armor_of_darkness,4,280,2,thrash,2,swap,0,,
260261,26026,2,恶魔护甲,armor,epic,all,7,1,armor_of_darkness,4,560,2,thrash,2,swap,0,,
260262,26026,3,恶魔护甲,armor,epic,all,7,1,armor_of_darkness,4,840,2,thrash,3,swap,0,,
21027,21027,1,保护者护甲,armor,epic,war,5,1,protector,4,280,2,shield,3,draft,1,,
210271,21027,2,保护者护甲,armor,epic,war,7,1,protector,4,560,2,shield,3,draft,1,,
210272,21027,3,保护者护甲,armor,epic,war,7,1,protector,4,840,2,shield,3,draft,1,crystal,1
22027,22027,1,保护者护甲,armor,epic,fortune,5,1,protector,4,280,2,shield,3,draft,1,,
220271,22027,2,保护者护甲,armor,epic,fortune,7,1,protector,4,560,2,shield,3,draft,1,,
220272,22027,3,保护者护甲,armor,epic,fortune,7,1,protector,4,840,2,shield,3,draft,1,crystal,1
23027,23027,1,保护者护甲,armor,epic,balance,5,1,protector,4,280,2,shield,3,draft,1,,
230271,23027,2,保护者护甲,armor,epic,balance,7,1,protector,4,560,2,shield,3,draft,1,,
230272,23027,3,保护者护甲,armor,epic,balance,7,1,protector,4,840,2,shield,3,draft,1,crystal,1
24027,24027,1,保护者护甲,armor,epic,nature,5,1,protector,4,280,2,shield,3,draft,1,,
240271,24027,2,保护者护甲,armor,epic,nature,7,1,protector,4,560,2,shield,3,draft,1,,
240272,24027,3,保护者护甲,armor,epic,nature,7,1,protector,4,840,2,shield,3,draft,1,crystal,1
26027,26027,1,保护者护甲,armor,epic,all,5,1,protector,5,280,2,shield,3,draft,1,,
260271,26027,2,保护者护甲,armor,epic,all,7,1,protector,5,560,2,shield,3,draft,1,,
260272,26027,3,保护者护甲,armor,epic,all,7,1,protector,5,840,2,shield,3,draft,1,crystal,1
21028,21028,1,骷髅革甲,armor,epic,war,5,1,infectious_armor,3,280,2,thorns,3,disease,1,immunity,0
210281,21028,2,骷髅革甲,armor,epic,war,6,1,infectious_armor,3,560,2,thorns,3,disease,1,immunity,0
210282,21028,3,骷髅革甲,armor,epic,war,7,1,infectious_armor,3,840,2,thorns,3,disease,2,immunity,0
23028,23028,1,骷髅革甲,armor,epic,balance,5,1,infectious_armor,3,280,2,thorns,3,disease,1,immunity,0
230281,23028,2,骷髅革甲,armor,epic,balance,6,1,infectious_armor,3,560,2,thorns,3,disease,1,immunity,0
230282,23028,3,骷髅革甲,armor,epic,balance,7,1,infectious_armor,3,840,2,thorns,3,disease,2,immunity,0
24028,24028,1,骷髅革甲,armor,epic,nature,5,1,infectious_armor,3,280,2,thorns,3,disease,1,immunity,0
240281,24028,2,骷髅革甲,armor,epic,nature,6,1,infectious_armor,3,560,2,thorns,3,disease,1,immunity,0
240282,24028,3,骷髅革甲,armor,epic,nature,7,1,infectious_armor,3,840,2,thorns,3,disease,2,immunity,0
26028,26028,1,骷髅革甲,armor,epic,all,5,1,infectious_armor,4,280,2,thorns,3,disease,1,immunity,0
260281,26028,2,骷髅革甲,armor,epic,all,6,1,infectious_armor,4,560,2,thorns,3,disease,1,immunity,0
260282,26028,3,骷髅革甲,armor,epic,all,7,1,infectious_armor,4,840,2,thorns,3,disease,2,immunity,0
21029,21029,1,木制护腕,armor,rare,war,1,1,wooden_bracers,1,140,2,breaker,2,,,,
210291,21029,2,木制护腕,armor,rare,war,3,1,wooden_bracers,1,280,2,breaker,2,,,,
210292,21029,3,木制护腕,armor,rare,war,4,1,wooden_bracers,1,420,2,breaker,3,,,,
22029,22029,1,木制护腕,armor,rare,fortune,1,1,wooden_bracers,1,140,2,breaker,2,,,,
220291,22029,2,木制护腕,armor,rare,fortune,3,1,wooden_bracers,1,280,2,breaker,2,,,,
220292,22029,3,木制护腕,armor,rare,fortune,4,1,wooden_bracers,1,420,2,breaker,3,,,,
23029,23029,1,木制护腕,armor,rare,balance,1,1,wooden_bracers,1,140,2,breaker,2,,,,
230291,23029,2,木制护腕,armor,rare,balance,3,1,wooden_bracers,1,280,2,breaker,2,,,,
