卡牌ID,熟练度等级下限,熟练度等级上限,任务类型,参数1,参数2,参数3,参数4,结果,随机概率,奖励类型,奖励id,奖励数量,奖励类型,奖励id,奖励数量,描述
1300075,13,13,6,0,monster|armor|equip|consume,2,2,4,1000,chest,50,1,resource,500001,10,召唤4个费用2以下的卡片（包含费用2）
1300076,13,13,6,0,monster|armor|equip|consume,3,2,5,1000,chest,50,1,resource,500001,10,召唤5个费用3以下的卡片（包含费用3）
1300077,13,13,6,0,monster|armor|equip|consume,4,2,6,1000,chest,50,1,resource,500001,10,召唤6个费用4以下的卡片（包含费用4）
1300078,13,13,6,0,monster|armor|equip|consume,2,1,5,1000,chest,50,1,resource,500001,10,召唤5个费用2以上的卡片（包含费用2）
1300079,13,13,6,0,monster|armor|equip|consume,3,1,4,1000,chest,50,1,resource,500001,10,召唤4个费用3以上的卡片（包含费用3）
1300080,13,13,6,0,monster|armor|equip|consume,4,1,3,1000,chest,50,1,resource,500001,10,召唤3个费用4以上的卡片（包含费用4）
1300081,13,13,3,0,0,0,0,1,1000,chest,50,1,resource,500001,10,赢得一场胜利
1300082,13,13,8,0,0,0,0,2,15000,chest,50,1,resource,500001,10,完成2次PVE胜利
1400001,14,50,2,war,monster,2,0,1,334,chest,51,1,resource,500001,10,召唤2个战争（红色）怪物并获得1场胜利
1400002,14,50,2,fortune,monster,2,0,1,334,chest,51,1,resource,500001,10,召唤2个命运（黄色）怪物并获得1场胜利
1400003,14,50,2,balance,monster,2,0,1,334,chest,51,1,resource,500001,10,召唤2个平衡（蓝色）怪物并获得1场胜利
1400004,14,50,2,nature,monster,2,0,1,334,chest,51,1,resource,500001,10,召唤2个自然（绿色）怪物并获得1场胜利
1400005,14,50,2,chaos,monster,2,0,1,334,chest,51,1,resource,500001,10,召唤2个混乱（紫色）怪物并获得1场胜利
1400006,14,50,2,war|fortune,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或命运（红色或黄色）怪物并获得1场胜利
1400007,14,50,2,war|balance,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或平衡（红色或蓝色）怪物并获得1场胜利
1400008,14,50,2,war|nature,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或自然（红色或绿色）怪物并获得1场胜利
1400009,14,50,2,war|chaos,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或混乱（红色或紫色）怪物并获得1场胜利
1400010,14,50,2,fortune|balance,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）怪物并获得1场胜利
1400011,14,50,2,fortune|nature,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或自然（黄色或绿色）怪物并获得1场胜利
1400012,14,50,2,fortune|chaos,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或混乱（黄色或紫色）怪物并获得1场胜利
1400013,14,50,2,balance|nature,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个平衡或自然（蓝色或绿色）怪物并获得1场胜利
1400014,14,50,2,balance|chaos,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个平衡或混乱（蓝色或紫色）怪物并获得1场胜利
1400015,14,50,2,nature|chaos,monster,3,0,1,334,chest,51,1,resource,500001,10,召唤3个自然或混乱（绿色或紫色）怪物并获得1场胜利
1400016,14,50,2,war,armor|equip|consume,2,0,1,334,chest,51,1,resource,500001,10,召唤2个战争（红色）道具并获得1场胜利
1400017,14,50,2,fortune,armor|equip|consume,2,0,1,334,chest,51,1,resource,500001,10,召唤2个命运（黄色）道具并获得1场胜利
1400018,14,50,2,balance,armor|equip|consume,2,0,1,334,chest,51,1,resource,500001,10,召唤2个平衡（蓝色）道具并获得1场胜利
1400019,14,50,2,nature,armor|equip|consume,2,0,1,334,chest,51,1,resource,500001,10,召唤2个自然（绿色）道具并获得1场胜利
1400020,14,50,2,chaos,armor|equip|consume,2,0,1,334,chest,51,1,resource,500001,10,召唤2个混乱（紫色）道具并获得1场胜利
1400021,14,50,2,all,armor|equip|consume,2,0,1,334,chest,51,1,resource,500001,10,召唤2个全能（白色）道具并获得1场胜利
1400022,14,50,2,war|fortune,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或命运（红色或黄色）道具并获得1场胜利
1400023,14,50,2,war|balance,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或平衡（红色或蓝色）道具并获得1场胜利
1400024,14,50,2,war|nature,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或自然（红色或绿色）道具并获得1场胜利
1400025,14,50,2,war|chaos,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或混乱（红色或紫色）道具并获得1场胜利
1400026,14,50,2,war|all,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个战争或全能（红色或白色）道具并获得1场胜利
1400027,14,50,2,fortune|balance,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）道具并获得1场胜利
1400028,14,50,2,fortune|nature,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或自然（黄色或绿色）道具并获得1场胜利
1400029,14,50,2,fortune|chaos,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或混乱（黄色或紫色）道具并获得1场胜利
1400030,14,50,2,fortune|all,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或全能（黄色或白色）道具并获得1场胜利
1400031,14,50,2,balance|nature,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个平衡或自然（蓝色或绿色）道具并获得1场胜利
1400032,14,50,2,balance|chaos,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个平衡或混乱（蓝色或紫色）道具并获得1场胜利
1400033,14,50,2,balance|all,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个平衡或全能（蓝色或紫色）道具并获得1场胜利
1400034,14,50,2,nature|chaos,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个自然或混乱（绿色或紫色）道具并获得1场胜利
1400035,14,50,2,nature|all,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个自然或全能（绿色或白色）道具并获得1场胜利
1400036,14,50,2,chaos|all,armor|equip|consume,3,0,1,334,chest,51,1,resource,500001,10,召唤3个混乱或全能（紫色或白色）道具并获得1场胜利
1400037,14,50,2,war,monster|armor|equip|consume,4,0,1,334,chest,51,1,resource,500001,10,召唤4个战争（红色）卡片并获得1场胜利
1400038,14,50,2,fortune,monster|armor|equip|consume,4,0,1,334,chest,51,1,resource,500001,10,召唤4个命运（黄色）卡片并获得1场胜利
1400039,14,50,2,balance,monster|armor|equip|consume,4,0,1,334,chest,51,1,resource,500001,10,召唤4个平衡（蓝色）卡片并获得1场胜利
1400040,14,50,2,nature,monster|armor|equip|consume,4,0,1,334,chest,51,1,resource,500001,10,召唤4个自然（绿色）卡片并获得1场胜利
1400041,14,50,2,chaos,monster|armor|equip|consume,4,0,1,334,chest,51,1,resource,500001,10,召唤4个混乱（紫色）卡片并获得1场胜利
1400042,14,50,2,all,monster|armor|equip|consume,4,0,1,334,chest,51,1,resource,500001,10,召唤4个全能（白色）卡片并获得1场胜利
1400043,14,50,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个战争或命运（红色或黄色）卡片并获得1场胜利
1400044,14,50,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个战争或平衡（红色或蓝色）卡片并获得1场胜利
1400045,14,50,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个战争或自然（红色或绿色）卡片并获得1场胜利
1400046,14,50,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个战争或混乱（红色或紫色）卡片并获得1场胜利
1400047,14,50,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个战争或全能（红色或白色）卡片并获得1场胜利
1400048,14,50,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）卡片并获得1场胜利
1400049,14,50,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个命运或自然（黄色或绿色）卡片并获得1场胜利
1400050,14,50,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个命运或混乱（黄色或紫色）卡片并获得1场胜利
1400051,14,50,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个命运或全能（黄色或白色）卡片并获得1场胜利
1400052,14,50,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个平衡或自然（蓝色或绿色）卡片并获得1场胜利
1400053,14,50,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个平衡或混乱（蓝色或紫色）卡片并获得1场胜利
1400054,14,50,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个平衡或全能（蓝色或紫色）卡片并获得1场胜利
1400055,14,50,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个自然或混乱（绿色或紫色）卡片并获得1场胜利
1400056,14,50,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个自然或全能（绿色或白色）卡片并获得1场胜利
1400057,14,50,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,51,1,resource,500001,10,召唤5个混乱或全能（紫色或白色）卡片并获得1场胜利
1400058,14,50,3,0,0,0,0,1,14962,chest,51,1,resource,500001,10,赢得一场胜利
1400059,14,50,4,0,0,0,0,6,15000,chest,51,1,resource,500001,10,消灭6个怪物
1400060,14,50,5,0,0,0,0,6,15000,chest,51,1,resource,500001,10,使用6个道具
1400061,14,50,6,0,monster,2,2,4,1000,chest,51,1,resource,500001,10,召唤4个费用2以下的怪物（包含费用2）
1400062,14,50,6,0,monster,3,2,5,1000,chest,51,1,resource,500001,10,召唤5个费用3以下的怪物（包含费用3）
1400063,14,50,6,0,monster,4,2,6,1000,chest,51,1,resource,500001,10,召唤6个费用4以下的怪物（包含费用4）
1400064,14,50,6,0,monster,2,1,5,1000,chest,51,1,resource,500001,10,召唤5个费用2以上的怪物（包含费用2）
1400065,14,50,6,0,monster,3,1,4,1000,chest,51,1,resource,500001,10,召唤4个费用3以上的怪物（包含费用3）
1400066,14,50,6,0,monster,4,1,3,1000,chest,51,1,resource,500001,10,召唤3个费用4以上的怪物（包含费用4）
1400067,14,50,3,0,0,0,0,1,1000,chest,51,1,resource,500001,10,赢得一场胜利
1400068,14,50,6,0,armor|equip|consume,2,2,4,1000,chest,51,1,resource,500001,10,召唤4个费用2以下的道具（包含费用2）
1400069,14,50,6,0,armor|equip|consume,3,2,5,1000,chest,51,1,resource,500001,10,召唤5个费用3以下的道具（包含费用3）
1400070,14,50,6,0,armor|equip|consume,4,2,6,1000,chest,51,1,resource,500001,10,召唤6个费用4以下的道具（包含费用4）
1400071,14,50,6,0,armor|equip|consume,2,1,5,1000,chest,51,1,resource,500001,10,召唤5个费用2以上的道具（包含费用2）
1400072,14,50,6,0,armor|equip|consume,3,1,4,1000,chest,51,1,resource,500001,10,召唤4个费用3以上的道具（包含费用3）
1400073,14,50,6,0,armor|equip|consume,4,1,3,1000,chest,51,1,resource,500001,10,召唤3个费用4以上的道具（包含费用4）
1400074,14,50,3,0,0,0,0,1,1000,chest,51,1,resource,500001,10,赢得一场胜利
1400075,14,50,6,0,monster|armor|equip|consume,2,2,4,1000,chest,51,1,resource,500001,10,召唤4个费用2以下的卡片（包含费用2）
1400076,14,50,6,0,monster|armor|equip|consume,3,2,5,1000,chest,51,1,resource,500001,10,召唤5个费用3以下的卡片（包含费用3）
1400077,14,50,6,0,monster|armor|equip|consume,4,2,6,1000,chest,51,1,resource,500001,10,召唤6个费用4以下的卡片（包含费用4）
1400078,14,50,6,0,monster|armor|equip|consume,2,1,5,1000,chest,51,1,resource,500001,10,召唤5个费用2以上的卡片（包含费用2）
1400079,14,50,6,0,monster|armor|equip|consume,3,1,4,1000,chest,51,1,resource,500001,10,召唤4个费用3以上的卡片（包含费用3）
1400080,14,50,6,0,monster|armor|equip|consume,4,1,3,1000,chest,51,1,resource,500001,10,召唤3个费用4以上的卡片（包含费用4）
1400081,14,50,3,0,0,0,0,1,1000,chest,51,1,resource,500001,10,赢得一场胜利
1400082,14,50,8,0,0,0,0,2,15000,chest,51,1,resource,500001,10,完成2次PVE胜利
